Var1	Var2	Freq
Abnormal B cell count	GSE22155_02	0
Abnormal B cell morphology	GSE22155_02	0
Abnormal bone marrow cell morphology	GSE22155_02	0
Abnormal cellular immune system morphology	GSE22155_02	0
Abnormal circulating C-reactive protein concentration	GSE22155_02	0
Abnormal erythrocyte morphology	GSE22155_02	0
Abnormal granulocyte count	GSE22155_02	0
Abnormal granulocyte morphology	GSE22155_02	0
Abnormal immune system morphology	GSE22155_02	0
Abnormal immunoglobulin level	GSE22155_02	0
Abnormal inflammatory response	GSE22155_02	0
Abnormal large intestine morphology	GSE22155_02	0
Abnormal leukocyte count	GSE22155_02	0
Abnormal leukocyte morphology	GSE22155_02	0
Abnormal leukocyte physiology	GSE22155_02	0
Abnormal lymph node morphology	GSE22155_02	0
Abnormal lymphocyte count	GSE22155_02	0
Abnormal lymphocyte morphology	GSE22155_02	0
Abnormal lymphocyte physiology	GSE22155_02	0
Abnormal myeloid leukocyte morphology	GSE22155_02	0
Abnormal natural killer cell physiology	GSE22155_02	0
Abnormal neutrophil count	GSE22155_02	0
Abnormal paranasal sinus morphology	GSE22155_02	0
Abnormal platelet count	GSE22155_02	0
Abnormal platelet morphology	GSE22155_02	0
Abnormal rectum morphology	GSE22155_02	0
Abnormal respiratory system morphology	GSE22155_02	0
Abnormal T cell count	GSE22155_02	0
Abnormal T cell morphology	GSE22155_02	0
Abnormal T cell subset distribution	GSE22155_02	0
Abnormality of B cell physiology	GSE22155_02	0
Abnormality of blood and blood-forming tissues	GSE22155_02	1
Abnormality of humoral immunity	GSE22155_02	0
Abnormality of immune system physiology	GSE22155_02	0
Abnormality of multiple cell lineages in the bone marrow	GSE22155_02	0
Abnormality of neutrophils	GSE22155_02	0
Abnormality of the immune system	GSE22155_02	0
Abnormality of the knee	GSE22155_02	0
Abnormality of thrombocytes	GSE22155_02	0
actin binding	GSE22155_02	0
actin cytoskeleton organization	GSE22155_02	1
actin filament	GSE22155_02	0
actin filament bundle	GSE22155_02	0
actin filament organization	GSE22155_02	0
actin filament polymerization	GSE22155_02	1
actin filament-based process	GSE22155_02	1
actin polymerization or depolymerization	GSE22155_02	0
activation of immune response	GSE22155_02	1
activation of innate immune response	GSE22155_02	0
actomyosin	GSE22155_02	0
Acute phase response	GSE22155_02	0
Acute viral myocarditis	GSE22155_02	0
adaptive immune response	GSE22155_02	0
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	GSE22155_02	0
Adaptive Immune System	GSE22155_02	0
adherens junction	GSE22155_02	0
Affected pathways in Duchenne muscular dystrophy	GSE22155_02	1
Allograft rejection	GSE22155_02	1
alpha-beta T cell activation	GSE22155_02	0
alpha-beta T cell differentiation	GSE22155_02	0
alpha-beta T cell proliferation	GSE22155_02	0
ameboidal-type cell migration	GSE22155_02	1
amide binding	GSE22155_02	1
amide metabolic process	GSE22155_02	1
amyloid-beta binding	GSE22155_02	0
anatomical structure development	GSE22155_02	1
anatomical structure formation involved in morphogenesis	GSE22155_02	1
anatomical structure morphogenesis	GSE22155_02	1
anchoring junction	GSE22155_02	1
Anemia	GSE22155_02	0
angiogenesis	GSE22155_02	1
animal organ development	GSE22155_02	1
animal organ morphogenesis	GSE22155_02	0
Anorectal anomaly	GSE22155_02	0
antigen processing and presentation	GSE22155_02	0
antigen processing and presentation of exogenous antigen	GSE22155_02	0
antigen processing and presentation of exogenous peptide antigen	GSE22155_02	0
antigen processing and presentation of exogenous peptide antigen via MHC class II	GSE22155_02	0
antigen processing and presentation of peptide antigen	GSE22155_02	0
antigen processing and presentation of peptide antigen via MHC class II	GSE22155_02	0
antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	GSE22155_02	0
antigen receptor-mediated signaling pathway	GSE22155_02	0
apoptotic process	GSE22155_02	1
appendix; germinal center cells[≥Medium]	GSE22155_02	0
appendix; non-germinal center cells[≥Low]	GSE22155_02	0
appendix; non-germinal center cells[≥Medium]	GSE22155_02	0
aromatic compound catabolic process	GSE22155_02	0
Arthralgia	GSE22155_02	0
Assembly of collagen fibrils and other multimeric structures	GSE22155_02	1
Autoimmunity	GSE22155_02	0
axon development	GSE22155_02	0
axon guidance	GSE22155_02	0
Axon guidance	GSE22155_02	0
B cell activation	GSE22155_02	0
B cell differentiation	GSE22155_02	0
B cell receptor signaling pathway	GSE22155_02	0
B lymphocytopenia	GSE22155_02	0
basement membrane	GSE22155_02	0
binding	GSE22155_02	1
biological process involved in interspecies interaction between organisms	GSE22155_02	1
biological regulation	GSE22155_02	1
blood circulation	GSE22155_02	0
blood coagulation	GSE22155_02	1
blood vessel development	GSE22155_02	1
blood vessel morphogenesis	GSE22155_02	1
bone marrow	GSE22155_02	0
bone marrow; hematopoietic cells[≥Low]	GSE22155_02	0
bone marrow; hematopoietic cells[≥Medium]	GSE22155_02	0
bounding membrane of organelle	GSE22155_02	0
calcium ion binding	GSE22155_02	0
calcium ion homeostasis	GSE22155_02	1
calcium ion transmembrane import into cytosol	GSE22155_02	0
calcium ion transport	GSE22155_02	1
canonical NF-kappaB signal transduction	GSE22155_02	1
carbohydrate derivative binding	GSE22155_02	1
catabolic process	GSE22155_02	1
cell activation	GSE22155_02	1
cell activation involved in immune response	GSE22155_02	0
cell adhesion	GSE22155_02	1
cell adhesion molecule binding	GSE22155_02	1
cell chemotaxis	GSE22155_02	1
cell communication	GSE22155_02	1
cell death	GSE22155_02	1
cell development	GSE22155_02	1
cell differentiation	GSE22155_02	1
cell junction	GSE22155_02	1
cell junction assembly	GSE22155_02	1
cell junction organization	GSE22155_02	1
cell killing	GSE22155_02	0
cell migration	GSE22155_02	1
cell morphogenesis	GSE22155_02	1
cell motility	GSE22155_02	1
cell periphery	GSE22155_02	1
cell population proliferation	GSE22155_02	1
cell surface	GSE22155_02	1
cell surface receptor signaling pathway	GSE22155_02	1
cell-cell adhesion	GSE22155_02	1
cell-cell junction	GSE22155_02	1
cell-cell signaling	GSE22155_02	1
cell-matrix adhesion	GSE22155_02	1
cell-substrate adhesion	GSE22155_02	1
cell-substrate junction	GSE22155_02	1
cell-substrate junction assembly	GSE22155_02	1
cell-substrate junction organization	GSE22155_02	1
cellular anatomical entity	GSE22155_02	1
cellular anatomical entity morphogenesis	GSE22155_02	0
cellular developmental process	GSE22155_02	1
cellular localization	GSE22155_02	1
cellular nitrogen compound biosynthetic process	GSE22155_02	1
cellular nitrogen compound catabolic process	GSE22155_02	1
cellular response to biotic stimulus	GSE22155_02	1
cellular response to chemical stimulus	GSE22155_02	1
cellular response to chemical stress	GSE22155_02	0
cellular response to chemokine	GSE22155_02	0
cellular response to cytokine stimulus	GSE22155_02	1
cellular response to endogenous stimulus	GSE22155_02	1
cellular response to growth factor stimulus	GSE22155_02	1
cellular response to lipid	GSE22155_02	1
cellular response to lipopolysaccharide	GSE22155_02	1
cellular response to molecule of bacterial origin	GSE22155_02	1
cellular response to organic substance	GSE22155_02	1
cellular response to oxygen-containing compound	GSE22155_02	1
cellular response to reactive oxygen species	GSE22155_02	1
cellular response to stimulus	GSE22155_02	1
cellular response to type II interferon	GSE22155_02	1
chemokine activity	GSE22155_02	0
Chemokine signaling pathway	GSE22155_02	1
chemokine-mediated signaling pathway	GSE22155_02	0
chemotaxis	GSE22155_02	1
Cigarette-paper scars	GSE22155_02	0
circulatory system development	GSE22155_02	1
circulatory system process	GSE22155_02	1
Class A/1 (Rhodopsin-like receptors)	GSE22155_02	0
clathrin-coated endocytic vesicle membrane	GSE22155_02	0
coagulation	GSE22155_02	0
Colitis	GSE22155_02	0
Collagen biosynthesis and modifying enzymes	GSE22155_02	0
Collagen chain trimerization	GSE22155_02	0
Collagen formation	GSE22155_02	1
collagen trimer	GSE22155_02	1
collagen-containing extracellular matrix	GSE22155_02	1
colon; mucosal lymphoid cells[≥Low]	GSE22155_02	0
colon; mucosal lymphoid cells[≥Medium]	GSE22155_02	1
complex of collagen trimers	GSE22155_02	0
contractile actin filament bundle	GSE22155_02	0
convergent extension involved in axis elongation	GSE22155_02	0
CXCR chemokine receptor binding	GSE22155_02	0
cytokine activity	GSE22155_02	0
cytokine production	GSE22155_02	1
cytokine receptor binding	GSE22155_02	1
Cytokine Signaling in Immune system	GSE22155_02	1
cytokine-mediated signaling pathway	GSE22155_02	1
Cytokines and inflammatory response	GSE22155_02	0
cytoplasm	GSE22155_02	1
cytoplasmic translation	GSE22155_02	1
cytoplasmic vesicle	GSE22155_02	1
cytoplasmic vesicle membrane	GSE22155_02	1
cytosol	GSE22155_02	1
cytosolic large ribosomal subunit	GSE22155_02	1
cytosolic ribosome	GSE22155_02	1
Decreased circulating antibody level	GSE22155_02	0
defense response	GSE22155_02	1
defense response to other organism	GSE22155_02	1
defense response to symbiont	GSE22155_02	1
Degradation of the extracellular matrix	GSE22155_02	0
dendritic cell antigen processing and presentation	GSE22155_02	0
developmental process	GSE22155_02	1
Disease	GSE22155_02	0
disruption of anatomical structure in another organism	GSE22155_02	0
disruption of cell in another organism	GSE22155_02	0
Ebola virus infection in host	GSE22155_02	0
Elevated circulating C-reactive protein concentration	GSE22155_02	0
endocytic vesicle	GSE22155_02	1
endocytic vesicle membrane	GSE22155_02	1
endocytosis	GSE22155_02	1
endoderm development	GSE22155_02	0
endoderm formation	GSE22155_02	0
endodermal cell differentiation	GSE22155_02	0
endomembrane system	GSE22155_02	1
endoplasmic reticulum	GSE22155_02	0
endoplasmic reticulum lumen	GSE22155_02	1
endosome	GSE22155_02	0
endothelial cell migration	GSE22155_02	1
enzyme-linked receptor protein signaling pathway	GSE22155_02	1
ephrin receptor binding	GSE22155_02	1
epithelial cell migration	GSE22155_02	1
epithelium development	GSE22155_02	1
epithelium migration	GSE22155_02	1
ERK1 and ERK2 cascade	GSE22155_02	1
establishment of localization	GSE22155_02	1
Eukaryotic Translation Elongation	GSE22155_02	1
Eukaryotic Translation Termination	GSE22155_02	1
export from cell	GSE22155_02	0
external encapsulating structure	GSE22155_02	1
external encapsulating structure organization	GSE22155_02	1
external side of plasma membrane	GSE22155_02	1
extracellular exosome	GSE22155_02	1
extracellular matrix	GSE22155_02	1
extracellular matrix binding	GSE22155_02	1
extracellular matrix disassembly	GSE22155_02	0
extracellular matrix organization	GSE22155_02	1
Extracellular matrix organization	GSE22155_02	1
extracellular matrix structural constituent	GSE22155_02	1
extracellular matrix structural constituent conferring tensile strength	GSE22155_02	1
extracellular membrane-bounded organelle	GSE22155_02	1
extracellular organelle	GSE22155_02	1
extracellular region	GSE22155_02	1
extracellular space	GSE22155_02	1
extracellular structure organization	GSE22155_02	1
extracellular vesicle	GSE22155_02	1
Extrafollicular and follicular B cell activation by SARS CoV 2	GSE22155_02	0
extrinsic apoptotic signaling pathway	GSE22155_02	1
fat cell differentiation	GSE22155_02	0
fatty acid transport	GSE22155_02	1
Fc receptor mediated stimulatory signaling pathway	GSE22155_02	1
Fc receptor signaling pathway	GSE22155_02	0
Fc-gamma receptor signaling pathway	GSE22155_02	1
Fc-gamma receptor signaling pathway involved in phagocytosis	GSE22155_02	1
Fever	GSE22155_02	0
ficolin-1-rich granule membrane	GSE22155_02	0
focal adhesion	GSE22155_02	1
Focal adhesion	GSE22155_02	1
focal adhesion assembly	GSE22155_02	1
Focal adhesion PI3K Akt mTOR signaling pathway	GSE22155_02	0
G protein-coupled receptor binding	GSE22155_02	0
Generation of second messenger molecules	GSE22155_02	0
glycosaminoglycan binding	GSE22155_02	1
GPCR downstream signalling	GSE22155_02	0
GPCR ligand binding	GSE22155_02	0
granulocyte activation	GSE22155_02	0
granulocyte chemotaxis	GSE22155_02	1
granulocyte migration	GSE22155_02	1
growth factor binding	GSE22155_02	1
growth factor receptor binding	GSE22155_02	1
heart development	GSE22155_02	1
heart morphogenesis	GSE22155_02	1
Hematological neoplasm	GSE22155_02	1
hemopoiesis	GSE22155_02	1
hemostasis	GSE22155_02	1
heparin binding	GSE22155_02	1
heterocycle catabolic process	GSE22155_02	1
Hippo signaling regulation pathways	GSE22155_02	0
homeostasis of number of cells	GSE22155_02	0
homeostatic process	GSE22155_02	1
hsa-miR-124-3p	GSE22155_02	1
humoral immune response	GSE22155_02	0
icosanoid secretion	GSE22155_02	0
icosanoid transport	GSE22155_02	0
identical protein binding	GSE22155_02	0
IL 3 signaling pathway	GSE22155_02	0
immune effector process	GSE22155_02	0
immune receptor activity	GSE22155_02	0
immune response	GSE22155_02	1
immune response-activating cell surface receptor signaling pathway	GSE22155_02	1
immune response-activating signaling pathway	GSE22155_02	1
immune response-regulating cell surface receptor signaling pathway	GSE22155_02	1
immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	GSE22155_02	1
immune response-regulating signaling pathway	GSE22155_02	1
Immune System	GSE22155_02	1
immune system process	GSE22155_02	1
Immunodeficiency	GSE22155_02	0
immunological synapse	GSE22155_02	0
import into cell	GSE22155_02	1
Increased inflammatory response	GSE22155_02	0
inflammatory response	GSE22155_02	1
innate immune response	GSE22155_02	1
Innate Immune System	GSE22155_02	0
inorganic ion homeostasis	GSE22155_02	0
integrin binding	GSE22155_02	1
integrin-mediated signaling pathway	GSE22155_02	1
Interferon alpha/beta signaling	GSE22155_02	0
Interferon gamma signaling	GSE22155_02	0
Interferon Signaling	GSE22155_02	0
Interleukin-10 signaling	GSE22155_02	0
interleukin-2 production	GSE22155_02	0
interleukin-6 production	GSE22155_02	1
interleukin-8 production	GSE22155_02	0
intracellular calcium ion homeostasis	GSE22155_02	1
intracellular chemical homeostasis	GSE22155_02	0
intracellular monoatomic cation homeostasis	GSE22155_02	0
intracellular monoatomic ion homeostasis	GSE22155_02	0
intracellular organelle lumen	GSE22155_02	0
intracellular signal transduction	GSE22155_02	1
intracellular signaling cassette	GSE22155_02	1
intracellular vesicle	GSE22155_02	1
killing of cells of another organism	GSE22155_02	0
leukocyte activation	GSE22155_02	1
leukocyte activation involved in immune response	GSE22155_02	0
leukocyte cell-cell adhesion	GSE22155_02	1
leukocyte chemotaxis	GSE22155_02	1
leukocyte differentiation	GSE22155_02	1
leukocyte homeostasis	GSE22155_02	0
leukocyte mediated immunity	GSE22155_02	0
leukocyte migration	GSE22155_02	1
leukocyte proliferation	GSE22155_02	1
lipid export from cell	GSE22155_02	0
lipid localization	GSE22155_02	0
lipid transport	GSE22155_02	0
localization	GSE22155_02	1
locomotion	GSE22155_02	1
lumenal side of endoplasmic reticulum membrane	GSE22155_02	0
lumenal side of membrane	GSE22155_02	0
lymph node	GSE22155_02	0
lymph node; germinal center cells[≥Low]	GSE22155_02	1
lymph node; non-germinal center cells[≥Low]	GSE22155_02	0
lymph node; non-germinal center cells[≥Medium]	GSE22155_02	0
lymph node; non-germinal center cells[High]	GSE22155_02	0
Lymphadenopathy	GSE22155_02	0
lymphocyte activation	GSE22155_02	1
lymphocyte activation involved in immune response	GSE22155_02	0
lymphocyte costimulation	GSE22155_02	0
lymphocyte differentiation	GSE22155_02	0
