GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:1901564	organonitrogen compound metabolic process	2.2012706995244e-13	2.2012706995244e-13	+1	513
GO:0009056	catabolic process	2.88637099468768e-13	2.88637099468768e-13	+1	263
GO:0019538	protein metabolic process	3.76721416202215e-10	3.76721416202215e-10	+1	423
GO:1901575	organic substance catabolic process	6.50111019669365e-08	6.50111019669365e-08	+1	205
GO:0006996	organelle organization	1.36129640786896e-07	1.36129640786896e-07	+1	318
GO:0044248	cellular catabolic process	1.82772655371525e-07	1.82772655371525e-07	+1	166
GO:0009057	macromolecule catabolic process	3.12122606361871e-07	3.12122606361871e-07	+1	144
GO:0048518	positive regulation of biological process	4.59730819102782e-07	4.59730819102782e-07	+1	498
GO:0048522	positive regulation of cellular process	9.87411840321942e-07	9.87411840321942e-07	+1	460
GO:1901566	organonitrogen compound biosynthetic process	8.38479461711771e-06	8.38479461711771e-06	+1	172
GO:0043603	amide metabolic process	1.66583377549709e-05	1.66583377549709e-05	+1	126
GO:0080090	regulation of primary metabolic process	2.27935024079297e-05	2.27935024079297e-05	+1	443
GO:0006518	peptide metabolic process	2.58741690231957e-05	2.58741690231957e-05	+1	102
GO:0051171	regulation of nitrogen compound metabolic process	2.99729189147453e-05	2.99729189147453e-05	+1	432
GO:0030163	protein catabolic process	8.21141304028351e-05	8.21141304028351e-05	+1	105
GO:0031329	regulation of cellular catabolic process	0.000100138930049313	0.000100138930049313	+1	81
GO:1901565	organonitrogen compound catabolic process	0.000116707126622777	0.000116707126622777	+1	139
GO:0043412	macromolecule modification	0.000125603838940938	0.000125603838940938	+1	277
GO:0044281	small molecule metabolic process	0.000301198365474528	0.000301198365474528	+1	169
GO:0009894	regulation of catabolic process	0.000450246699963167	0.000450246699963167	+1	107
GO:0061919	process utilizing autophagic mechanism	0.000606964933933813	0.000606964933933813	+1	69
GO:0006914	autophagy	0.000606964933933813	0.000606964933933813	+1	69
GO:0051603	proteolysis involved in protein catabolic process	0.000664127199256445	0.000664127199256445	+1	82
GO:0046907	intracellular transport	0.000910009236575997	0.000910009236575997	+1	133
