GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0002376	immune system process	1.36864662960526e-27	1.36864662960526e-27	+1	259
GO:0006952	defense response	7.24524901797193e-27	7.24524901797193e-27	+1	193
GO:0002682	regulation of immune system process	3.4134330118227e-26	3.4134330118227e-26	+1	172
GO:0007155	cell adhesion	1.03379819393214e-25	1.03379819393214e-25	+1	171
GO:0048518	positive regulation of biological process	4.63096423681125e-23	4.63096423681125e-23	+1	440
GO:0051239	regulation of multicellular organismal process	6.42988340925466e-23	6.42988340925466e-23	+1	258
GO:0006950	response to stress	1.08972713803742e-22	1.08972713803742e-22	+1	310
GO:0006955	immune response	2.24066624789231e-22	2.24066624789231e-22	+1	196
GO:0048583	regulation of response to stimulus	4.35719800455599e-22	4.35719800455599e-22	+1	313
GO:0009605	response to external stimulus	4.39238326322247e-21	4.39238326322247e-21	+1	239
GO:0048584	positive regulation of response to stimulus	5.18892450992613e-21	5.18892450992613e-21	+1	211
GO:0048522	positive regulation of cellular process	9.46449880124946e-21	9.46449880124946e-21	+1	405
GO:0002684	positive regulation of immune system process	4.52345973810309e-20	4.52345973810309e-20	+1	126
GO:0007166	cell surface receptor signaling pathway	1.99561256118447e-19	1.99561256118447e-19	+1	239
GO:0006954	inflammatory response	3.69236900410069e-19	3.69236900410069e-19	+1	107
GO:0098542	defense response to other organism	4.62629693608998e-19	4.62629693608998e-19	+1	136
GO:0032101	regulation of response to external stimulus	9.2757847176212e-19	9.2757847176212e-19	+1	125
GO:0051240	positive regulation of multicellular organismal process	9.90172850854627e-19	9.90172850854627e-19	+1	164
GO:0140546	defense response to symbiont	1.84131056386963e-18	1.84131056386963e-18	+1	127
GO:0050896	response to stimulus	2.24393025165411e-18	2.24393025165411e-18	+1	557
GO:0016477	cell migration	4.26025779997006e-18	4.26025779997006e-18	+1	153
GO:0044419	biological process involved in interspecies interaction between organisms	5.17441431719674e-18	5.17441431719674e-18	+1	168
GO:0051707	response to other organism	1.79775313441818e-17	1.79775313441818e-17	+1	155
GO:0043207	response to external biotic stimulus	2.17351762798563e-17	2.17351762798563e-17	+1	155
GO:0009607	response to biotic stimulus	2.97285449170261e-17	2.97285449170261e-17	+1	157
GO:0051716	cellular response to stimulus	3.45257913791789e-17	3.45257913791789e-17	+1	477
GO:0050776	regulation of immune response	4.12970433243492e-17	4.12970433243492e-17	+1	107
GO:0045087	innate immune response	5.71647743011064e-17	5.71647743011064e-17	+1	113
GO:0034097	response to cytokine	1.05006058326728e-16	1.05006058326728e-16	+1	110
GO:0030155	regulation of cell adhesion	1.48367996175165e-16	1.48367996175165e-16	+1	98
GO:0050793	regulation of developmental process	1.55788657519979e-16	1.55788657519979e-16	+1	210
GO:0010033	response to organic substance	3.23674492492703e-16	3.23674492492703e-16	+1	220
GO:0023052	signaling	4.15320174368824e-16	4.15320174368824e-16	+1	426
GO:0007165	signal transduction	4.91860897537137e-16	4.91860897537137e-16	+1	401
GO:0007154	cell communication	1.04666733186749e-15	1.04666733186749e-15	+1	429
GO:0050789	regulation of biological process	1.0656042544431e-15	1.0656042544431e-15	+1	695
