GO.ID	Description	p.Val	FDR	Phenotype	Genes
CORUM:306	Ribosome, cytoplasmic	0.00208165102009243	0.00208165102009243	+1	23
GO:1901564	organonitrogen compound metabolic process	2.96826398613951e-21	2.96826398613951e-21	+1	630
GO:1901566	organonitrogen compound biosynthetic process	2.23859335444883e-14	2.23859335444883e-14	+1	230
GO:0043603	amide metabolic process	2.43661034165662e-14	2.43661034165662e-14	+1	173
GO:0019538	protein metabolic process	5.76047732587277e-14	5.76047732587277e-14	+1	509
GO:0044271	cellular nitrogen compound biosynthetic process	5.88041309716807e-12	5.88041309716807e-12	+1	493
GO:0009056	catabolic process	4.63466860813013e-11	4.63466860813013e-11	+1	292
GO:0006518	peptide metabolic process	4.95560806907661e-11	4.95560806907661e-11	+1	134
GO:0006412	translation	1.01258717730837e-10	1.01258717730837e-10	+1	113
GO:0006996	organelle organization	3.34174529261143e-10	3.34174529261143e-10	+1	381
GO:0043043	peptide biosynthetic process	6.41185902876644e-10	6.41185902876644e-10	+1	114
GO:0007049	cell cycle	1.04596493903745e-08	1.04596493903745e-08	+1	215
GO:0043604	amide biosynthetic process	3.67904153624394e-08	3.67904153624394e-08	+1	123
GO:0048518	positive regulation of biological process	3.94483777081601e-08	3.94483777081601e-08	+1	587
GO:0048522	positive regulation of cellular process	1.9607891222229e-07	1.9607891222229e-07	+1	540
GO:0042254	ribosome biogenesis	2.76846180000678e-07	2.76846180000678e-07	+1	59
GO:1901575	organic substance catabolic process	8.53031642238284e-07	8.53031642238284e-07	+1	230
GO:0019637	organophosphate metabolic process	9.55080888294596e-07	9.55080888294596e-07	+1	133
GO:0044248	cellular catabolic process	1.3945595225415e-06	1.3945595225415e-06	+1	186
GO:0043412	macromolecule modification	2.47796661335211e-06	2.47796661335211e-06	+1	331
GO:0034248	regulation of amide metabolic process	7.77307902349708e-06	7.77307902349708e-06	+1	69
GO:1901362	organic cyclic compound biosynthetic process	1.47889316030034e-05	1.47889316030034e-05	+1	410
GO:1901565	organonitrogen compound catabolic process	2.65512403715362e-05	2.65512403715362e-05	+1	162
GO:0002181	cytoplasmic translation	2.84031384805906e-05	2.84031384805906e-05	+1	34
GO:0019438	aromatic compound biosynthetic process	2.84779848000702e-05	2.84779848000702e-05	+1	396
GO:0009057	macromolecule catabolic process	3.21946332736046e-05	3.21946332736046e-05	+1	156
GO:0036211	protein modification process	3.29679744708449e-05	3.29679744708449e-05	+1	305
GO:0051171	regulation of nitrogen compound metabolic process	3.37686940045927e-05	3.37686940045927e-05	+1	503
GO:0034470	ncRNA processing	3.95293411606468e-05	3.95293411606468e-05	+1	67
GO:0007005	mitochondrion organization	4.3726595010083e-05	4.3726595010083e-05	+1	73
GO:0006793	phosphorus metabolic process	4.65163421035639e-05	4.65163421035639e-05	+1	267
GO:0034660	ncRNA metabolic process	4.67116586405057e-05	4.67116586405057e-05	+1	88
GO:0006417	regulation of translation	5.65870107327991e-05	5.65870107327991e-05	+1	60
GO:0044281	small molecule metabolic process	5.75414346746059e-05	5.75414346746059e-05	+1	198
GO:0006796	phosphate-containing compound metabolic process	6.61216205549121e-05	6.61216205549121e-05	+1	264
GO:0018130	heterocycle biosynthetic process	8.49254226177998e-05	8.49254226177998e-05	+1	392
