Var1	Var2	Freq
Abdominal wall defect	GSE22155_02	0
Abnormal bone ossification	GSE22155_02	0
Abnormal diaphysis morphology	GSE22155_02	1
Abnormal immune system morphology	GSE22155_02	0
Abnormal joint morphology	GSE22155_02	0
Abnormal joint physiology	GSE22155_02	0
Abnormal knee physiology	GSE22155_02	0
Abnormal long bone morphology	GSE22155_02	0
Abnormal musculoskeletal physiology	GSE22155_02	0
Abnormal thorax morphology	GSE22155_02	0
Abnormal umbilicus morphology	GSE22155_02	0
Abnormal upper limb bone morphology	GSE22155_02	0
Abnormality of connective tissue	GSE22155_02	0
Abnormality of cranial sutures	GSE22155_02	0
Abnormality of hand joint mobility	GSE22155_02	0
Abnormality of joint mobility	GSE22155_02	0
Abnormality of the knee	GSE22155_02	0
actin cytoskeleton	GSE22155_02	0
actin cytoskeleton organization	GSE22155_02	1
actin filament	GSE22155_02	0
actin filament bundle	GSE22155_02	0
actin filament organization	GSE22155_02	0
actin filament-based process	GSE22155_02	1
activation of immune response	GSE22155_02	0
Activation of Matrix Metalloproteinases	GSE22155_02	1
actomyosin	GSE22155_02	0
actomyosin structure organization	GSE22155_02	0
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	GSE22155_02	0
adherens junction	GSE22155_02	0
Affected pathways in Duchenne muscular dystrophy	GSE22155_02	0
ameboidal-type cell migration	GSE22155_02	1
anatomical structure development	GSE22155_02	1
anatomical structure formation involved in morphogenesis	GSE22155_02	1
anatomical structure homeostasis	GSE22155_02	0
anatomical structure morphogenesis	GSE22155_02	1
anchoring junction	GSE22155_02	1
angiogenesis	GSE22155_02	1
animal organ development	GSE22155_02	1
animal organ morphogenesis	GSE22155_02	1
aorta development	GSE22155_02	0
Aortic dissection	GSE22155_02	0
Aortic root aneurysm	GSE22155_02	0
aortic valve development	GSE22155_02	0
apoptotic process	GSE22155_02	1
appendage development	GSE22155_02	1
appendage morphogenesis	GSE22155_02	1
aromatic compound biosynthetic process	GSE22155_02	0
artery development	GSE22155_02	1
artery morphogenesis	GSE22155_02	0
Assembly of collagen fibrils and other multimeric structures	GSE22155_02	0
Atrophic scars	GSE22155_02	0
Atypical scarring of skin	GSE22155_02	0
autonomic nervous system development	GSE22155_02	1
axon development	GSE22155_02	1
axon guidance	GSE22155_02	0
axonogenesis	GSE22155_02	0
B cell activation	GSE22155_02	0
