query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order
GSE22155_02	TRUE	3.52473608243276e-08	12680	635	462	0.72755905511811	0.0364353312302839	GO:0065007	GO:BP	biological regulation	21031	16384
GSE22155_02	TRUE	2.316281891382e-07	11738	635	432	0.680314960629921	0.0368035440449821	GO:0050794	GO:BP	regulation of cellular process	21031	13691
GSE22155_02	TRUE	3.46258707219488e-07	6447	635	269	0.423622047244094	0.0417248332557779	GO:0023052	GO:BP	signaling	21031	6877
GSE22155_02	TRUE	5.75701889337194e-07	12287	635	446	0.702362204724409	0.0362985268983478	GO:0050789	GO:BP	regulation of biological process	21031	13687
GSE22155_02	TRUE	1.62024121098465e-06	6537	635	269	0.423622047244094	0.0411503747896589	GO:0007154	GO:BP	cell communication	21031	2749
GSE22155_02	TRUE	1.25945081456729e-05	5959	635	246	0.38740157480315	0.041282094311126	GO:0007165	GO:BP	signal transduction	21031	2760
GSE22155_02	TRUE	1.56704664806371e-05	7394	635	292	0.459842519685039	0.0394914795780362	GO:0051716	GO:BP	cellular response to stimulus	21031	14364
GSE22155_02	TRUE	1.74052730793719e-05	3437	635	159	0.250393700787402	0.0462612743671807	GO:0023051	GO:BP	regulation of signaling	21031	6876
GSE22155_02	TRUE	6.01090668906239e-05	3443	635	157	0.247244094488189	0.0455997676444961	GO:0010646	GO:BP	regulation of cell communication	21031	4342
GSE22155_02	TRUE	7.63309872476979e-05	8976	635	338	0.532283464566929	0.0376559714795009	GO:0050896	GO:BP	response to stimulus	21031	13774
GSE22155_02	TRUE	0.000163624054569037	2799	635	132	0.207874015748031	0.0471596998928189	GO:0007166	GO:BP	cell surface receptor signaling pathway	21031	2761
GSE22155_02	TRUE	0.000595620909409016	5874	635	235	0.37007874015748	0.040006809669731	GO:0048519	GO:BP	negative regulation of biological process	21031	13227
GSE22155_02	TRUE	0.000699304473977082	3010	635	137	0.215748031496063	0.045514950166113	GO:0009966	GO:BP	regulation of signal transduction	21031	3842
GSE22155_02	TRUE	0.00250350334657492	3939	635	167	0.262992125984252	0.0423965473470424	GO:0048583	GO:BP	regulation of response to stimulus	21031	13279
GSE22155_02	TRUE	0.00286490504920895	5986	635	235	0.37007874015748	0.0392582692950217	GO:1901564	GO:BP	organonitrogen compound metabolic process	21031	22098
GSE22155_02	TRUE	0.00295258624520214	1167	635	65	0.102362204724409	0.0556983718937446	GO:0048666	GO:BP	neuron development	21031	13349
GSE22155_02	TRUE	0.00429319849479487	3973	635	167	0.262992125984252	0.0420337276617166	GO:0048731	GO:BP	system development	21031	13413
GSE22155_02	TRUE	0.00793879588764084	5541	635	218	0.343307086614173	0.0393430788666306	GO:0048523	GO:BP	negative regulation of cellular process	21031	13231
GSE22155_02	TRUE	0.00983875345121704	2846	635	126	0.198425196850394	0.0442726633872101	GO:0065008	GO:BP	regulation of biological quality	21031	16385
GSE22155_02	TRUE	0.00985188852349433	1778	635	87	0.137007874015748	0.0489313835770529	GO:0023056	GO:BP	positive regulation of signaling	21031	6878
GSE22155_02	TRUE	0.0171785507158239	1777	635	86	0.135433070866142	0.0483961733258301	GO:0010647	GO:BP	positive regulation of cell communication	21031	4343
GSE22155_02	TRUE	0.0236154052355045	2531	635	113	0.177952755905512	0.0446463848281312	GO:0007399	GO:BP	nervous system development	21031	2932
GSE22155_02	TRUE	0.0253816648089339	1742	635	84	0.132283464566929	0.0482204362801378	GO:0022008	GO:BP	neurogenesis	21031	6799
GSE22155_02	TRUE	0.0283601110385628	1431	635	72	0.113385826771654	0.050314465408805	GO:0030182	GO:BP	neuron differentiation	21031	6936
GSE22155_02	TRUE	0.030812236061133	4643	635	185	0.291338582677165	0.0398449278483739	GO:0007275	GO:BP	multicellular organism development	21031	2835
