GO.ID	Description	p.Val	FDR	Phenotype	Genes
CORUM:306	Ribosome, cytoplasmic	5.33412554308539e-09	5.33412554308539e-09	+1	27
CORUM:3055	Nop56p-associated pre-rRNA complex	1.45971529226797e-08	1.45971529226797e-08	+1	30
CORUM:308	60S ribosomal subunit, cytoplasmic	7.10589373131348e-06	7.10589373131348e-06	+1	17
CORUM:5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	0.000657258707609536	0.000657258707609536	+1	10
CORUM:338	40S ribosomal subunit, cytoplasmic	0.0196058105474756	0.0196058105474756	+1	10
CORUM:1332	Large Drosha complex	0.0297559579430018	0.0297559579430018	+1	8
CORUM:305	40S ribosomal subunit, cytoplasmic	0.0369773572244625	0.0369773572244625	+1	10
GO:1901564	organonitrogen compound metabolic process	7.8054099174201e-14	7.8054099174201e-14	+1	414
GO:0002181	cytoplasmic translation	8.0698829753766e-12	8.0698829753766e-12	+1	36
GO:0042254	ribosome biogenesis	1.33034882522023e-11	1.33034882522023e-11	+1	53
GO:0006518	peptide metabolic process	3.99677532911705e-11	3.99677532911705e-11	+1	100
GO:0019538	protein metabolic process	2.31430342652872e-10	2.31430342652872e-10	+1	341
GO:0043603	amide metabolic process	1.41425645916414e-09	1.41425645916414e-09	+1	116
GO:0006412	translation	1.90700323720981e-09	1.90700323720981e-09	+1	82
GO:1901566	organonitrogen compound biosynthetic process	1.95253749990858e-09	1.95253749990858e-09	+1	153
GO:0043043	peptide biosynthetic process	2.25592282675945e-09	2.25592282675945e-09	+1	84
GO:0044271	cellular nitrogen compound biosynthetic process	2.80489303462687e-09	2.80489303462687e-09	+1	332
GO:0043604	amide biosynthetic process	1.23250875666172e-08	1.23250875666172e-08	+1	92
GO:0051171	regulation of nitrogen compound metabolic process	7.18552701620653e-08	7.18552701620653e-08	+1	358
GO:0034470	ncRNA processing	2.89587472420808e-07	2.89587472420808e-07	+1	55
GO:0080090	regulation of primary metabolic process	1.07207401677835e-06	1.07207401677835e-06	+1	360
GO:0034660	ncRNA metabolic process	1.2294011751727e-06	1.2294011751727e-06	+1	69
GO:0048522	positive regulation of cellular process	1.43401668654522e-06	1.43401668654522e-06	+1	366
GO:0048518	positive regulation of biological process	1.45243875977256e-06	1.45243875977256e-06	+1	394
GO:0044248	cellular catabolic process	2.78966214783588e-06	2.78966214783588e-06	+1	132
GO:0009056	catabolic process	6.88824950585711e-06	6.88824950585711e-06	+1	188
GO:0007049	cell cycle	7.14124441338676e-06	7.14124441338676e-06	+1	144
GO:0065007	biological regulation	9.26569724111907e-06	9.26569724111907e-06	+1	706
GO:0051726	regulation of cell cycle	1.36899545526087e-05	1.36899545526087e-05	+1	98
GO:0006996	organelle organization	1.95573165465966e-05	1.95573165465966e-05	+1	246
GO:0006364	rRNA processing	3.17352811227872e-05	3.17352811227872e-05	+1	33
GO:0022402	cell cycle process	5.30336677797766e-05	5.30336677797766e-05	+1	107
GO:0050794	regulation of cellular process	5.7384199242043e-05	5.7384199242043e-05	+1	657
GO:0009893	positive regulation of metabolic process	5.79040698564311e-05	5.79040698564311e-05	+1	249
GO:0019219	regulation of nucleobase-containing compound metabolic process	6.70920641717257e-05	6.70920641717257e-05	+1	268
GO:0007346	regulation of mitotic cell cycle	6.9168133273119e-05	6.9168133273119e-05	+1	54
GO:0042255	ribosome assembly	8.76261411884583e-05	8.76261411884583e-05	+1	16
GO:0050789	regulation of biological process	0.000116638834346627	0.000116638834346627	+1	681
GO:0031329	regulation of cellular catabolic process	0.000121048821651591	0.000121048821651591	+1	67
GO:0031325	positive regulation of cellular metabolic process	0.000124383109028171	0.000124383109028171	+1	227
GO:0019222	regulation of metabolic process	0.000146042238880362	0.000146042238880362	+1	429
GO:0016072	rRNA metabolic process	0.000161634263332302	0.000161634263332302	+1	35
GO:0006807	nitrogen compound metabolic process	0.00018179829435631	0.00018179829435631	+1	666
GO:0051252	regulation of RNA metabolic process	0.000197605401793959	0.000197605401793959	+1	249
GO:0044238	primary metabolic process	0.00026269365436743	0.00026269365436743	+1	689
GO:0000278	mitotic cell cycle	0.000266356114581529	0.000266356114581529	+1	80
GO:1901987	regulation of cell cycle phase transition	0.000593692255091266	0.000593692255091266	+1	47
GO:1901575	organic substance catabolic process	0.000635021186314094	0.000635021186314094	+1	151
GO:0009894	regulation of catabolic process	0.000741338102845191	0.000741338102845191	+1	87
GO:0010564	regulation of cell cycle process	0.000852135683464076	0.000852135683464076	+1	67
GO:0010604	positive regulation of macromolecule metabolic process	0.00109316235697014	0.00109316235697014	+1	226
GO:0043412	macromolecule modification	0.00122204875959818	0.00122204875959818	+1	217
GO:0051246	regulation of protein metabolic process	0.00141539167120116	0.00141539167120116	+1	151
GO:0051173	positive regulation of nitrogen compound metabolic process	0.00150014920339053	0.00150014920339053	+1	202
GO:1903311	regulation of mRNA metabolic process	0.00165188181864807	0.00165188181864807	+1	36
GO:0009057	macromolecule catabolic process	0.00186307838293274	0.00186307838293274	+1	105
GO:0048523	negative regulation of cellular process	0.0020093113803151	0.0020093113803151	+1	338
GO:0044281	small molecule metabolic process	0.00242887355961312	0.00242887355961312	+1	133
GO:0031323	regulation of cellular metabolic process	0.0024454907046453	0.0024454907046453	+1	396
GO:1901361	organic cyclic compound catabolic process	0.00301739380643315	0.00301739380643315	+1	58
GO:0048519	negative regulation of biological process	0.00318156472457989	0.00318156472457989	+1	354
GO:0006915	apoptotic process	0.00371446357806473	0.00371446357806473	+1	138
GO:0018130	heterocycle biosynthetic process	0.00391496447042146	0.00391496447042146	+1	260
GO:0060255	regulation of macromolecule metabolic process	0.00446424867770915	0.00446424867770915	+1	392
GO:0044770	cell cycle phase transition	0.00470755379386504	0.00470755379386504	+1	52
GO:1903047	mitotic cell cycle process	0.00477168379103379	0.00477168379103379	+1	66
GO:0019438	aromatic compound biosynthetic process	0.00486247685504808	0.00486247685504808	+1	260
GO:0046700	heterocycle catabolic process	0.00523397046129558	0.00523397046129558	+1	54
GO:0034654	nucleobase-containing compound biosynthetic process	0.00525479746114738	0.00525479746114738	+1	255
GO:1901990	regulation of mitotic cell cycle phase transition	0.00592217683436625	0.00592217683436625	+1	37
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.00614615576913964	0.00614615576913964	+1	145
GO:1901362	organic cyclic compound biosynthetic process	0.00680947691912503	0.00680947691912503	+1	267
GO:0061014	positive regulation of mRNA catabolic process	0.00689381086744713	0.00689381086744713	+1	18
GO:0006417	regulation of translation	0.00858272079646134	0.00858272079646134	+1	40
GO:0008152	metabolic process	0.00996211588870792	0.00996211588870792	+1	760
GO:0036211	protein modification process	0.0100738815916717	0.0100738815916717	+1	199
GO:0012501	programmed cell death	0.0100940140293015	0.0100940140293015	+1	140
GO:0140694	non-membrane-bounded organelle assembly	0.0105927421091384	0.0105927421091384	+1	42
GO:0044270	cellular nitrogen compound catabolic process	0.0106339111254539	0.0106339111254539	+1	53
GO:0008219	cell death	0.0112194277647917	0.0112194277647917	+1	140
GO:0034248	regulation of amide metabolic process	0.0118732130376251	0.0118732130376251	+1	44
GO:0051254	positive regulation of RNA metabolic process	0.0119255269147256	0.0119255269147256	+1	132
GO:1903313	positive regulation of mRNA metabolic process	0.0139123251590344	0.0139123251590344	+1	21
GO:0061157	mRNA destabilization	0.0144873283409793	0.0144873283409793	+1	17
GO:0046907	intracellular transport	0.016455045934573	0.016455045934573	+1	103
GO:0042274	ribosomal small subunit biogenesis	0.0166382594077434	0.0166382594077434	+1	17
GO:0048583	regulation of response to stimulus	0.0240431127614917	0.0240431127614917	+1	246
GO:0050779	RNA destabilization	0.0249113043161513	0.0249113043161513	+1	17
GO:0019439	aromatic compound catabolic process	0.0284824253437463	0.0284824253437463	+1	53
GO:0009966	regulation of signal transduction	0.0300277686536447	0.0300277686536447	+1	195
GO:0042273	ribosomal large subunit biogenesis	0.0311458949037157	0.0311458949037157	+1	14
GO:0031331	positive regulation of cellular catabolic process	0.0369537504623543	0.0369537504623543	+1	35
GO:0044772	mitotic cell cycle phase transition	0.0404008767808031	0.0404008767808031	+1	42
GO:0033157	regulation of intracellular protein transport	0.044538949803892	0.044538949803892	+1	21
GO:0005829	cytosol	3.7928783582791e-21	3.7928783582791e-21	+1	409
GO:0005737	cytoplasm	1.79516257665311e-16	1.79516257665311e-16	+1	734
GO:0005654	nucleoplasm	4.30093733556687e-16	4.30093733556687e-16	+1	320
GO:0031974	membrane-enclosed lumen	1.63406830081611e-14	1.63406830081611e-14	+1	447
GO:0070013	intracellular organelle lumen	1.63406830081611e-14	1.63406830081611e-14	+1	447
