query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order
GSE22155_02	TRUE	1.16460378330472e-07	3855	320	107	0.334375	0.0277561608300908	GO:0006950	GO:BP	response to stress	21031	2613
GSE22155_02	TRUE	8.74805112612328e-06	8976	320	188	0.5875	0.0209447415329768	GO:0050896	GO:BP	response to stimulus	21031	13774
GSE22155_02	TRUE	1.45533323363976e-05	3437	320	93	0.290625	0.027058481233634	GO:0023051	GO:BP	regulation of signaling	21031	6876
GSE22155_02	TRUE	1.58963569133573e-05	3443	320	93	0.290625	0.0270113273308162	GO:0010646	GO:BP	regulation of cell communication	21031	4342
GSE22155_02	TRUE	3.1890319962823e-05	7394	320	161	0.503125	0.0217744116851501	GO:0051716	GO:BP	cellular response to stimulus	21031	14364
GSE22155_02	TRUE	6.050687115406e-05	1791	320	58	0.18125	0.0323841429369068	GO:0006952	GO:BP	defense response	21031	2614
GSE22155_02	TRUE	6.14875056613112e-05	4350	320	108	0.3375	0.0248275862068966	GO:0006810	GO:BP	transport	21031	2519
GSE22155_02	TRUE	6.67307516099292e-05	1704	320	56	0.175	0.0328638497652582	GO:0007267	GO:BP	cell-cell signaling	21031	2828
GSE22155_02	TRUE	8.69396519669203e-05	3939	320	100	0.3125	0.0253871541000254	GO:0048583	GO:BP	regulation of response to stimulus	21031	13279
GSE22155_02	TRUE	9.98668639777483e-05	396	320	23	0.071875	0.0580808080808081	GO:0050900	GO:BP	leukocyte migration	21031	13777
GSE22155_02	TRUE	0.000160199326501783	106	320	12	0.0375	0.113207547169811	GO:0030593	GO:BP	neutrophil chemotaxis	21031	7097
GSE22155_02	TRUE	0.00018536421853315	129	320	13	0.040625	0.10077519379845	GO:1990266	GO:BP	neutrophil migration	21031	25792
GSE22155_02	TRUE	0.00019236263235581	2683	320	75	0.234375	0.0279537830786433	GO:0070887	GO:BP	cellular response to chemical stimulus	21031	16854
GSE22155_02	TRUE	0.000307222386538762	237	320	17	0.053125	0.0717299578059072	GO:0097529	GO:BP	myeloid leukocyte migration	21031	19231
GSE22155_02	TRUE	0.000348530590877799	829	320	34	0.10625	0.0410132689987937	GO:0006954	GO:BP	inflammatory response	21031	2616
GSE22155_02	TRUE	0.000378147660560814	6537	320	143	0.446875	0.0218754780480343	GO:0007154	GO:BP	cell communication	21031	2749
GSE22155_02	TRUE	0.000444180748177262	499	320	25	0.078125	0.0501002004008016	GO:0019221	GO:BP	cytokine-mediated signaling pathway	21031	5788
GSE22155_02	TRUE	0.000460894561985035	839	320	34	0.10625	0.0405244338498212	GO:0071345	GO:BP	cellular response to cytokine stimulus	21031	17097
GSE22155_02	TRUE	0.00051345953345747	6447	320	141	0.440625	0.0218706375058167	GO:0023052	GO:BP	signaling	21031	6877
GSE22155_02	TRUE	0.000741074415365587	2723	320	74	0.23125	0.0271759089239809	GO:0009605	GO:BP	response to external stimulus	21031	3570
GSE22155_02	TRUE	0.000847541468788311	3957	320	97	0.303125	0.0245135203436947	GO:0042221	GO:BP	response to chemical	21031	10394
GSE22155_02	TRUE	0.00109130624413052	3010	320	79	0.246875	0.0262458471760797	GO:0009966	GO:BP	regulation of signal transduction	21031	3842
GSE22155_02	TRUE	0.00139425787293525	129	320	12	0.0375	0.0930232558139535	GO:0071621	GO:BP	granulocyte chemotaxis	21031	17303
GSE22155_02	TRUE	0.00150160599765372	1777	320	54	0.16875	0.0303882948790096	GO:0010647	GO:BP	positive regulation of cell communication	21031	4343
GSE22155_02	TRUE	0.00151538466115318	130	320	12	0.0375	0.0923076923076923	GO:0061041	GO:BP	regulation of wound healing	21031	15636
GSE22155_02	TRUE	0.00152114784818054	5899	320	130	0.40625	0.0220376334972029	GO:0048856	GO:BP	anatomical structure development	21031	13525
GSE22155_02	TRUE	0.00152796115216458	1778	320	54	0.16875	0.0303712035995501	GO:0023056	GO:BP	positive regulation of signaling	21031	6878
GSE22155_02	TRUE	0.00161591451625367	237	320	16	0.05	0.0675105485232067	GO:0030595	GO:BP	leukocyte chemotaxis	21031	7098
GSE22155_02	TRUE	0.00169785990386689	156	320	13	0.040625	0.0833333333333333	GO:0097530	GO:BP	granulocyte migration	21031	19232
GSE22155_02	TRUE	0.00179653315976375	932	320	35	0.109375	0.0375536480686695	GO:0034097	GO:BP	response to cytokine	21031	8691
GSE22155_02	TRUE	0.00210919522508351	4881	320	112	0.35	0.0229461175988527	GO:0051234	GO:BP	establishment of localization	21031	14032
GSE22155_02	TRUE	0.00264850221180391	71	320	9	0.028125	0.126760563380282	GO:0061045	GO:BP	negative regulation of wound healing	21031	15640
GSE22155_02	TRUE	0.00313447868985024	6453	320	138	0.43125	0.0213854021385402	GO:0032502	GO:BP	developmental process	21031	7884
GSE22155_02	TRUE	0.00334053310727835	557	320	25	0.078125	0.0448833034111311	GO:0009611	GO:BP	response to wounding	21031	3576
GSE22155_02	TRUE	0.00351817646387642	94	320	10	0.03125	0.106382978723404	GO:1903035	GO:BP	negative regulation of response to wounding	21031	23289
GSE22155_02	TRUE	0.00381671686297785	5520	320	122	0.38125	0.0221014492753623	GO:0051179	GO:BP	localization	21031	14002
GSE22155_02	TRUE	0.00392537669118205	168	320	13	0.040625	0.0773809523809524	GO:1903034	GO:BP	regulation of response to wounding	21031	23288
GSE22155_02	TRUE	0.00398161362904471	2637	320	70	0.21875	0.0265453166477057	GO:0010033	GO:BP	response to organic substance	21031	3883
GSE22155_02	TRUE	0.00431518051839805	2799	320	73	0.228125	0.0260807431225438	GO:0007166	GO:BP	cell surface receptor signaling pathway	21031	2761
GSE22155_02	TRUE	0.00482274535806215	7669	320	157	0.490625	0.0204720302516625	GO:0032501	GO:BP	multicellular organismal process	21031	7883
GSE22155_02	TRUE	0.00483562988931899	5959	320	129	0.403125	0.0216479275046149	GO:0007165	GO:BP	signal transduction	21031	2760
GSE22155_02	TRUE	0.00619514577288085	59	320	8	0.025	0.135593220338983	GO:0046686	GO:BP	response to cadmium ion	21031	12723
GSE22155_02	TRUE	0.0063347674566822	4643	320	106	0.33125	0.0228300667671764	GO:0007275	GO:BP	multicellular organism development	21031	2835
GSE22155_02	TRUE	0.00676229655852534	778	320	30	0.09375	0.038560411311054	GO:0030155	GO:BP	regulation of cell adhesion	21031	6925
GSE22155_02	TRUE	0.00732852127549041	1971	320	56	0.175	0.0284119736174531	GO:0071310	GO:BP	cellular response to organic substance	21031	17066
GSE22155_02	TRUE	0.00748572991329649	12287	320	226	0.70625	0.0183934239440059	GO:0050789	GO:BP	regulation of biological process	21031	13687
GSE22155_02	TRUE	0.00762294996175388	2274	320	62	0.19375	0.0272647317502199	GO:0048584	GO:BP	positive regulation of response to stimulus	21031	13280
GSE22155_02	TRUE	0.00819304122551958	827	320	31	0.096875	0.0374848851269649	GO:0032940	GO:BP	secretion by cell	21031	8206
GSE22155_02	TRUE	0.00841312747683685	1220	320	40	0.125	0.0327868852459016	GO:0098542	GO:BP	defense response to other organism	21031	19336
GSE22155_02	TRUE	0.00878645664772872	1594	320	48	0.15	0.0301129234629862	GO:0051049	GO:BP	regulation of transport	21031	13898
GSE22155_02	TRUE	0.0095484153148482	1092	320	37	0.115625	0.0338827838827839	GO:0001775	GO:BP	cell activation	21031	445
GSE22155_02	TRUE	0.0103774986460804	12680	320	231	0.721875	0.018217665615142	GO:0065007	GO:BP	biological regulation	21031	16384
GSE22155_02	TRUE	0.0109618281067615	1512	320	46	0.14375	0.0304232804232804	GO:0007155	GO:BP	cell adhesion	21031	2750
GSE22155_02	TRUE	0.0111215178030799	1189	320	39	0.121875	0.0328006728343146	GO:0010628	GO:BP	positive regulation of gene expression	21031	4324
GSE22155_02	TRUE	0.0112604705812651	1561	320	47	0.146875	0.0301089045483664	GO:0009967	GO:BP	positive regulation of signal transduction	21031	3843
GSE22155_02	TRUE	0.0124187501113	2776	320	71	0.221875	0.0255763688760807	GO:0002376	GO:BP	immune system process	21031	913
GSE22155_02	TRUE	0.0131214029629385	1861	320	53	0.165625	0.0284793121977431	GO:0141124	GO:BP	intracellular signaling cassette	21031	20599
GSE22155_02	TRUE	0.0146734129747971	2684	320	69	0.215625	0.0257078986587183	GO:0009653	GO:BP	anatomical structure morphogenesis	21031	3608
GSE22155_02	TRUE	0.0146875634200792	894	320	32	0.1	0.0357941834451902	GO:0140352	GO:BP	export from cell	21031	20313
GSE22155_02	TRUE	0.0151812207016579	492	320	22	0.06875	0.0447154471544715	GO:0023061	GO:BP	signal release	21031	6882
GSE22155_02	TRUE	0.0152912554744976	1724	320	50	0.15625	0.0290023201856148	GO:0044419	GO:BP	biological process involved in interspecies interaction between organisms	21031	11378
GSE22155_02	TRUE	0.0167823525944847	317	320	17	0.053125	0.0536277602523659	GO:0046879	GO:BP	hormone secretion	21031	12824
GSE22155_02	TRUE	0.0171097747081697	1586	320	47	0.146875	0.0296343001261034	GO:0009607	GO:BP	response to biotic stimulus	21031	3572
GSE22155_02	TRUE	0.0178908145130086	946	320	33	0.103125	0.0348837209302326	GO:0045321	GO:BP	leukocyte activation	21031	11749
GSE22155_02	TRUE	0.0182898248211073	49	320	7	0.021875	0.142857142857143	GO:0030195	GO:BP	negative regulation of blood coagulation	21031	6943
GSE22155_02	TRUE	0.0185609760903766	461	320	21	0.065625	0.0455531453362256	GO:0043410	GO:BP	positive regulation of MAPK cascade	21031	11033
GSE22155_02	TRUE	0.0187617245753225	1496	320	45	0.140625	0.0300802139037433	GO:0016477	GO:BP	cell migration	21031	5292
