GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0007155	cell adhesion	7.42338882976848e-29	7.42338882976848e-29	+1	179
GO:0002682	regulation of immune system process	7.42338882976848e-29	7.42338882976848e-29	+1	179
GO:0002376	immune system process	6.09283994424043e-27	6.09283994424043e-27	+1	260
GO:0048583	regulation of response to stimulus	3.92930315022678e-26	3.92930315022678e-26	+1	328
GO:0048584	positive regulation of response to stimulus	5.6682958911708e-25	5.6682958911708e-25	+1	223
GO:0002684	positive regulation of immune system process	1.32026937186161e-24	1.32026937186161e-24	+1	136
GO:0051239	regulation of multicellular organismal process	1.530048114514e-24	1.530048114514e-24	+1	265
GO:0048518	positive regulation of biological process	2.75634563538497e-24	2.75634563538497e-24	+1	449
GO:0007166	cell surface receptor signaling pathway	1.6495957285049e-22	1.6495957285049e-22	+1	250
GO:0006955	immune response	2.04278701745755e-22	2.04278701745755e-22	+1	198
GO:0051240	positive regulation of multicellular organismal process	6.93682675659317e-22	6.93682675659317e-22	+1	173
GO:0006952	defense response	1.16373623640293e-21	1.16373623640293e-21	+1	183
GO:0048522	positive regulation of cellular process	3.7580589411742e-21	3.7580589411742e-21	+1	411
GO:0050776	regulation of immune response	1.00986049630771e-20	1.00986049630771e-20	+1	115
GO:0016477	cell migration	1.30972471630179e-19	1.30972471630179e-19	+1	158
GO:0001775	cell activation	1.31341480884692e-19	1.31341480884692e-19	+1	129
GO:0030155	regulation of cell adhesion	2.93984981897771e-19	2.93984981897771e-19	+1	104
GO:0006954	inflammatory response	3.26311444594892e-19	3.26311444594892e-19	+1	108
GO:0045321	leukocyte activation	3.84526269844228e-19	3.84526269844228e-19	+1	117
GO:0050896	response to stimulus	5.87587851252983e-19	5.87587851252983e-19	+1	566
GO:0006950	response to stress	1.24894873417137e-18	1.24894873417137e-18	+1	301
GO:0023052	signaling	2.91558095692621e-18	2.91558095692621e-18	+1	439
GO:0032101	regulation of response to external stimulus	3.09591749603631e-18	3.09591749603631e-18	+1	125
GO:0051716	cellular response to stimulus	4.61800038086784e-18	4.61800038086784e-18	+1	486
GO:0007165	signal transduction	4.98600622516861e-18	4.98600622516861e-18	+1	413
GO:0007154	cell communication	8.08766293594286e-18	8.08766293594286e-18	+1	442
GO:0050778	positive regulation of immune response	1.42093491181542e-17	1.42093491181542e-17	+1	96
GO:0050793	regulation of developmental process	1.62723052409046e-17	1.62723052409046e-17	+1	215
GO:0022409	positive regulation of cell-cell adhesion	2.36877589624552e-17	2.36877589624552e-17	+1	60
GO:1903039	positive regulation of leukocyte cell-cell adhesion	2.41746329407443e-17	2.41746329407443e-17	+1	55
GO:0009605	response to external stimulus	4.7012818667353e-17	4.7012818667353e-17	+1	230
GO:0007159	leukocyte cell-cell adhesion	1.63241196404567e-16	1.63241196404567e-16	+1	67
GO:0048856	anatomical structure development	3.89681848826338e-16	3.89681848826338e-16	+1	403
GO:0045785	positive regulation of cell adhesion	4.52685285852228e-16	4.52685285852228e-16	+1	73
GO:0048870	cell motility	8.17945495717929e-16	8.17945495717929e-16	+1	163
GO:0050870	positive regulation of T cell activation	1.87619704667788e-15	1.87619704667788e-15	+1	50
GO:0050867	positive regulation of cell activation	3.12877399104141e-15	3.12877399104141e-15	+1	62
GO:0023051	regulation of signaling	3.41205537274203e-15	3.41205537274203e-15	+1	266
GO:0050789	regulation of biological process	3.73795433459882e-15	3.73795433459882e-15	+1	702
GO:0040011	locomotion	5.09382635458637e-15	5.09382635458637e-15	+1	129
GO:0032502	developmental process	5.75010194320018e-15	5.75010194320018e-15	+1	427
GO:2000026	regulation of multicellular organismal development	5.77210003961662e-15	5.77210003961662e-15	+1	141
GO:0009653	anatomical structure morphogenesis	7.25236630810037e-15	7.25236630810037e-15	+1	221
GO:0010646	regulation of cell communication	8.56922730238443e-15	8.56922730238443e-15	+1	265
GO:0001525	angiogenesis	9.09021097956836e-15	9.09021097956836e-15	+1	76
GO:0042110	T cell activation	1.55542447648917e-14	1.55542447648917e-14	+1	77
GO:0032501	multicellular organismal process	1.58948343274624e-14	1.58948343274624e-14	+1	486
GO:0034097	response to cytokine	2.17300895155712e-14	2.17300895155712e-14	+1	106
GO:0098609	cell-cell adhesion	2.23334493751692e-14	2.23334493751692e-14	+1	107
GO:0002696	positive regulation of leukocyte activation	2.4768253309975e-14	2.4768253309975e-14	+1	59
GO:1903037	regulation of leukocyte cell-cell adhesion	2.57067621689792e-14	2.57067621689792e-14	+1	60
GO:0022407	regulation of cell-cell adhesion	2.58551763189899e-14	2.58551763189899e-14	+1	70
GO:0009966	regulation of signal transduction	3.54110786758303e-14	3.54110786758303e-14	+1	238
GO:0050865	regulation of cell activation	5.26247348006408e-14	5.26247348006408e-14	+1	81
GO:0046649	lymphocyte activation	5.55188886748549e-14	5.55188886748549e-14	+1	94
GO:0010033	response to organic substance	7.49159725405198e-14	7.49159725405198e-14	+1	215
GO:0065007	biological regulation	7.67164148847874e-14	7.67164148847874e-14	+1	714
GO:0010647	positive regulation of cell communication	8.05206959818512e-14	8.05206959818512e-14	+1	162
GO:0023056	positive regulation of signaling	8.48682639860419e-14	8.48682639860419e-14	+1	162
GO:0001568	blood vessel development	2.2479569875332e-13	2.2479569875332e-13	+1	88
GO:0070887	cellular response to chemical stimulus	2.57265633589741e-13	2.57265633589741e-13	+1	216
GO:0046651	lymphocyte proliferation	2.85501031117068e-13	2.85501031117068e-13	+1	53
GO:0001944	vasculature development	3.38070839916822e-13	3.38070839916822e-13	+1	90
GO:0050794	regulation of cellular process	3.96031292532012e-13	3.96031292532012e-13	+1	670
GO:0048514	blood vessel morphogenesis	4.02559208334566e-13	4.02559208334566e-13	+1	80
GO:0007275	multicellular organism development	4.72503327209273e-13	4.72503327209273e-13	+1	325
GO:0030335	positive regulation of cell migration	4.82264024305398e-13	4.82264024305398e-13	+1	73
GO:0051251	positive regulation of lymphocyte activation	5.34427820379097e-13	5.34427820379097e-13	+1	54
GO:0030334	regulation of cell migration	5.50492390310042e-13	5.50492390310042e-13	+1	103
GO:0071345	cellular response to cytokine stimulus	5.87312369020359e-13	5.87312369020359e-13	+1	96
GO:0080134	regulation of response to stress	6.40492616458633e-13	6.40492616458633e-13	+1	131
GO:0044419	biological process involved in interspecies interaction between organisms	6.8096581492271e-13	6.8096581492271e-13	+1	156
GO:0032943	mononuclear cell proliferation	7.68623785815297e-13	7.68623785815297e-13	+1	53
GO:0071310	cellular response to organic substance	1.04899526177352e-12	1.04899526177352e-12	+1	171
