GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0006952	defense response	2.77509783715896e-20	2.77509783715896e-20	+1	99
GO:0006954	inflammatory response	7.96158072906207e-20	7.96158072906207e-20	+1	65
GO:0006950	response to stress	3.95923638714102e-18	3.95923638714102e-18	+1	151
GO:0050900	leukocyte migration	1.84441420210246e-17	1.84441420210246e-17	+1	43
GO:0097529	myeloid leukocyte migration	3.81887609433801e-17	3.81887609433801e-17	+1	34
GO:0030595	leukocyte chemotaxis	3.64866718688502e-16	3.64866718688502e-16	+1	33
GO:0002376	immune system process	4.52455433541593e-15	4.52455433541593e-15	+1	117
GO:0050896	response to stimulus	9.99298027656468e-15	9.99298027656468e-15	+1	251
GO:0098542	defense response to other organism	1.26135821918136e-14	1.26135821918136e-14	+1	71
GO:0070887	cellular response to chemical stimulus	2.34709510201004e-14	2.34709510201004e-14	+1	113
GO:0009605	response to external stimulus	2.48670881086397e-14	2.48670881086397e-14	+1	114
GO:0002682	regulation of immune system process	6.39535101221245e-14	6.39535101221245e-14	+1	79
GO:0060326	cell chemotaxis	7.16690877942295e-14	7.16690877942295e-14	+1	35
GO:0009607	response to biotic stimulus	8.7226246430873e-14	8.7226246430873e-14	+1	81
GO:0051716	cellular response to stimulus	8.82137891806396e-14	8.82137891806396e-14	+1	218
GO:0001775	cell activation	1.32449017868969e-13	1.32449017868969e-13	+1	65
GO:0045321	leukocyte activation	1.33758330764215e-13	1.33758330764215e-13	+1	60
GO:0051707	response to other organism	2.4383356391158e-13	2.4383356391158e-13	+1	79
GO:0048583	regulation of response to stimulus	2.44030216028118e-13	2.44030216028118e-13	+1	142
GO:0006935	chemotaxis	2.47206496888664e-13	2.47206496888664e-13	+1	41
GO:0043207	response to external biotic stimulus	2.72029460720681e-13	2.72029460720681e-13	+1	79
GO:0042330	taxis	2.87642575421167e-13	2.87642575421167e-13	+1	41
GO:0044419	biological process involved in interspecies interaction between organisms	3.26516558495932e-13	3.26516558495932e-13	+1	84
GO:0140546	defense response to symbiont	3.37913571090918e-13	3.37913571090918e-13	+1	65
GO:0002684	positive regulation of immune system process	1.34423113789578e-12	1.34423113789578e-12	+1	62
GO:0007166	cell surface receptor signaling pathway	1.46956891339584e-12	1.46956891339584e-12	+1	112
GO:0002697	regulation of immune effector process	2.07706737874099e-12	2.07706737874099e-12	+1	36
GO:0002274	myeloid leukocyte activation	2.32347823060521e-12	2.32347823060521e-12	+1	29
GO:0002252	immune effector process	2.58405111986245e-12	2.58405111986245e-12	+1	49
GO:1990266	neutrophil migration	5.95748132930355e-12	5.95748132930355e-12	+1	22
GO:0006810	transport	6.34766346188490e-12	6.34766346188490e-12	+1	148
GO:0042221	response to chemical	1.3762956336435e-11	1.3762956336435e-11	+1	138
GO:0019221	cytokine-mediated signaling pathway	1.73032086220185e-11	1.73032086220185e-11	+1	40
GO:0007154	cell communication	2.19874166445747e-11	2.19874166445747e-11	+1	194
GO:0023052	signaling	2.46097216915192e-11	2.46097216915192e-11	+1	192
GO:0097530	granulocyte migration	3.62987291941032e-11	3.62987291941032e-11	+1	23
GO:0048584	positive regulation of response to stimulus	3.76168270424369e-11	3.76168270424369e-11	+1	95
GO:0030155	regulation of cell adhesion	4.17578661720998e-11	4.17578661720998e-11	+1	50
GO:0050865	regulation of cell activation	4.52667060210982e-11	4.52667060210982e-11	+1	44
GO:0046649	lymphocyte activation	5.35197217099051e-11	5.35197217099051e-11	+1	50
GO:0007155	cell adhesion	7.74126961453308e-11	7.74126961453308e-11	+1	73
GO:0006909	phagocytosis	8.97147988258405e-11	8.97147988258405e-11	+1	27
GO:0006955	immune response	1.35613148159542e-10	1.35613148159542e-10	+1	86
GO:0023051	regulation of signaling	1.4235017616036e-10	1.4235017616036e-10	+1	123
GO:0040011	locomotion	1.57427615217307e-10	1.57427615217307e-10	+1	64
GO:0010646	regulation of cell communication	1.61756359455918e-10	1.61756359455918e-10	+1	123
GO:0032101	regulation of response to external stimulus	1.68878377570347e-10	1.68878377570347e-10	+1	59
GO:0030593	neutrophil chemotaxis	1.88049467986892e-10	1.88049467986892e-10	+1	19
GO:0071345	cellular response to cytokine stimulus	1.96900470855286e-10	1.96900470855286e-10	+1	51
GO:0007165	signal transduction	2.28325833651548e-10	2.28325833651548e-10	+1	179
GO:0034097	response to cytokine	2.3711988982083e-10	2.3711988982083e-10	+1	54
GO:0045087	innate immune response	2.6697453897522e-10	2.6697453897522e-10	+1	55
GO:0016477	cell migration	4.30266682486482e-10	4.30266682486482e-10	+1	71
GO:0051049	regulation of transport	1.07064598889168e-09	1.07064598889168e-09	+1	73
GO:0010647	positive regulation of cell communication	1.27489167685534e-09	1.27489167685534e-09	+1	78
GO:0023056	positive regulation of signaling	1.3121627031612e-09	1.3121627031612e-09	+1	78
GO:0071310	cellular response to organic substance	1.78297405322962e-09	1.78297405322962e-09	+1	83
GO:0001817	regulation of cytokine production	2.01196717991544e-09	2.01196717991544e-09	+1	47
GO:0042110	T cell activation	2.51951840353748e-09	2.51951840353748e-09	+1	39
GO:0001816	cytokine production	2.6483405357013e-09	2.6483405357013e-09	+1	47
GO:0002548	monocyte chemotaxis	3.30373057462363e-09	3.30373057462363e-09	+1	15
GO:0002694	regulation of leukocyte activation	3.51751626882857e-09	3.51751626882857e-09	+1	39
GO:0043408	regulation of MAPK cascade	3.59823697444901e-09	3.59823697444901e-09	+1	42
GO:0051234	establishment of localization	4.33981781807967e-09	4.33981781807967e-09	+1	152
GO:0001819	positive regulation of cytokine production	5.40627037426761e-09	5.40627037426761e-09	+1	36
GO:0002275	myeloid cell activation involved in immune response	6.74870918501134e-09	6.74870918501134e-09	+1	17
GO:0071621	granulocyte chemotaxis	7.3320545168144e-09	7.3320545168144e-09	+1	19
GO:0000165	MAPK cascade	8.02224704231999e-09	8.02224704231999e-09	+1	45
GO:0009967	positive regulation of signal transduction	9.48419061597017e-09	9.48419061597017e-09	+1	70
GO:0141124	intracellular signaling cassette	1.31143336937312e-08	1.31143336937312e-08	+1	78
