query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order
GSE22155_02	TRUE	5.33412554308539e-09	74	299	27	0.0903010033444816	0.364864864864865	CORUM:306	CORUM	Ribosome, cytoplasmic	3383	183
GSE22155_02	TRUE	1.45971529226797e-08	93	299	30	0.100334448160535	0.32258064516129	CORUM:3055	CORUM	Nop56p-associated pre-rRNA complex	3383	1362
GSE22155_02	TRUE	7.10589373131348e-06	43	299	17	0.0568561872909699	0.395348837209302	CORUM:308	CORUM	60S ribosomal subunit, cytoplasmic	3383	184
GSE22155_02	TRUE	0.000657258707609536	21	299	10	0.0334448160535117	0.476190476190476	CORUM:5380	CORUM	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	3383	1658
GSE22155_02	TRUE	0.0196058105474756	29	299	10	0.0334448160535117	0.344827586206897	CORUM:338	CORUM	40S ribosomal subunit, cytoplasmic	3383	199
GSE22155_02	TRUE	0.0297559579430018	20	299	8	0.0267558528428094	0.4	CORUM:1332	CORUM	Large Drosha complex	3383	734
GSE22155_02	TRUE	0.0369773572244625	31	299	10	0.0334448160535117	0.32258064516129	CORUM:305	CORUM	40S ribosomal subunit, cytoplasmic	3383	182
GSE22155_02	TRUE	7.8054099174201e-14	5986	1026	414	0.403508771929825	0.0691613765452723	GO:1901564	GO:BP	organonitrogen compound metabolic process	21031	22098
GSE22155_02	TRUE	8.0698829753766e-12	156	1026	36	0.0350877192982456	0.230769230769231	GO:0002181	GO:BP	cytoplasmic translation	21031	736
GSE22155_02	TRUE	1.33034882522023e-11	322	1026	53	0.0516569200779727	0.164596273291925	GO:0042254	GO:BP	ribosome biogenesis	21031	10405
GSE22155_02	TRUE	3.99677532911705e-11	911	1026	100	0.0974658869395711	0.109769484083425	GO:0006518	GO:BP	peptide metabolic process	21031	2266
GSE22155_02	TRUE	2.31430342652872e-10	4912	1026	341	0.332358674463938	0.0694218241042345	GO:0019538	GO:BP	protein metabolic process	21031	6075
GSE22155_02	TRUE	1.41425645916414e-09	1194	1026	116	0.113060428849903	0.0971524288107203	GO:0043603	GO:BP	amide metabolic process	21031	11152
GSE22155_02	TRUE	1.90700323720981e-09	723	1026	82	0.0799220272904483	0.113416320885201	GO:0006412	GO:BP	translation	21031	2194
GSE22155_02	TRUE	1.95253749990858e-09	1761	1026	153	0.149122807017544	0.0868824531516184	GO:1901566	GO:BP	organonitrogen compound biosynthetic process	21031	22100
GSE22155_02	TRUE	2.25592282675945e-09	752	1026	84	0.0818713450292398	0.111702127659574	GO:0043043	GO:BP	peptide biosynthetic process	21031	10843
GSE22155_02	TRUE	2.80489303462687e-09	4836	1026	332	0.323586744639376	0.0686517783291977	GO:0044271	GO:BP	cellular nitrogen compound biosynthetic process	21031	11312
GSE22155_02	TRUE	1.23250875666172e-08	887	1026	92	0.0896686159844055	0.103720405862458	GO:0043604	GO:BP	amide biosynthetic process	21031	11153
GSE22155_02	TRUE	7.18552701620653e-08	5440	1026	358	0.348927875243665	0.0658088235294118	GO:0051171	GO:BP	regulation of nitrogen compound metabolic process	21031	13995
GSE22155_02	TRUE	2.89587472420808e-07	438	1026	55	0.0536062378167641	0.125570776255708	GO:0034470	GO:BP	ncRNA processing	21031	8945
GSE22155_02	TRUE	1.07207401677835e-06	5591	1026	360	0.350877192982456	0.0643891969236273	GO:0080090	GO:BP	regulation of primary metabolic process	21031	18320
GSE22155_02	TRUE	1.2294011751727e-06	640	1026	69	0.0672514619883041	0.1078125	GO:0034660	GO:BP	ncRNA metabolic process	21031	9013
GSE22155_02	TRUE	1.43401668654522e-06	5717	1026	366	0.35672514619883	0.0640195906944201	GO:0048522	GO:BP	positive regulation of cellular process	21031	13230
GSE22155_02	TRUE	1.45243875977256e-06	6250	1026	394	0.38401559454191	0.06304	GO:0048518	GO:BP	positive regulation of biological process	21031	13226
GSE22155_02	TRUE	2.78966214783588e-06	1600	1026	132	0.128654970760234	0.0825	GO:0044248	GO:BP	cellular catabolic process	21031	11304
GSE22155_02	TRUE	6.88824950585711e-06	2556	1026	188	0.183235867446394	0.0735524256651017	GO:0009056	GO:BP	catabolic process	21031	3269
GSE22155_02	TRUE	7.14124441338676e-06	1819	1026	144	0.140350877192982	0.0791643760307861	GO:0007049	GO:BP	cell cycle	21031	2680
GSE22155_02	TRUE	9.26569724111907e-06	12680	1026	706	0.688109161793372	0.0556782334384858	GO:0065007	GO:BP	biological regulation	21031	16384
GSE22155_02	TRUE	1.36899545526087e-05	1105	1026	98	0.0955165692007797	0.0886877828054299	GO:0051726	GO:BP	regulation of cell cycle	21031	14366
GSE22155_02	TRUE	1.95573165465966e-05	3613	1026	246	0.239766081871345	0.0680874619429837	GO:0006996	GO:BP	organelle organization	21031	2642
GSE22155_02	TRUE	3.17352811227872e-05	224	1026	33	0.0321637426900585	0.147321428571429	GO:0006364	GO:BP	rRNA processing	21031	2163
GSE22155_02	TRUE	5.30336677797766e-05	1276	1026	107	0.104288499025341	0.0838557993730407	GO:0022402	GO:BP	cell cycle process	21031	6830
GSE22155_02	TRUE	5.7384199242043e-05	11738	1026	657	0.640350877192982	0.0559720565684103	GO:0050794	GO:BP	regulation of cellular process	21031	13691
GSE22155_02	TRUE	5.79040698564311e-05	3711	1026	249	0.242690058479532	0.0670978172999192	GO:0009893	GO:BP	positive regulation of metabolic process	21031	3791
GSE22155_02	TRUE	6.70920641717257e-05	4063	1026	268	0.261208576998051	0.0659611124784642	GO:0019219	GO:BP	regulation of nucleobase-containing compound metabolic process	21031	5786
