query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order
GSE22155_02	TRUE	0.0499918731602057	2	58	2	0.0344827586206897	1	CORUM:2457	CORUM	CIN85-SH3GL3 complex	3383	1060
GSE22155_02	TRUE	9.4931097601745e-14	12287	350	278	0.794285714285714	0.0226255391877594	GO:0050789	GO:BP	regulation of biological process	21031	13687
GSE22155_02	TRUE	9.88561352954744e-14	11738	350	270	0.771428571428571	0.0230022150281138	GO:0050794	GO:BP	regulation of cellular process	21031	13691
GSE22155_02	TRUE	3.11851490073179e-13	7669	350	203	0.58	0.0264702047203025	GO:0032501	GO:BP	multicellular organismal process	21031	7883
GSE22155_02	TRUE	7.24412557269572e-13	6453	350	180	0.514285714285714	0.0278940027894003	GO:0032502	GO:BP	developmental process	21031	7884
GSE22155_02	TRUE	3.58471143662265e-12	12680	350	280	0.8	0.0220820189274448	GO:0065007	GO:BP	biological regulation	21031	16384
GSE22155_02	TRUE	6.90159534123411e-12	5899	350	167	0.477142857142857	0.0283098830310222	GO:0048856	GO:BP	anatomical structure development	21031	13525
GSE22155_02	TRUE	6.92350057736328e-12	6537	350	179	0.511428571428571	0.0273825914027842	GO:0007154	GO:BP	cell communication	21031	2749
GSE22155_02	TRUE	9.19456397055029e-12	6447	350	177	0.505714285714286	0.0274546300604933	GO:0023052	GO:BP	signaling	21031	6877
GSE22155_02	TRUE	9.22260842914161e-12	3973	350	128	0.365714285714286	0.0322174679083816	GO:0048731	GO:BP	system development	21031	13413
GSE22155_02	TRUE	5.14191795457262e-11	4643	350	140	0.4	0.0301529183717424	GO:0007275	GO:BP	multicellular organism development	21031	2835
GSE22155_02	TRUE	4.70998182170685e-09	2684	350	93	0.265714285714286	0.0346497764530551	GO:0009653	GO:BP	anatomical structure morphogenesis	21031	3608
GSE22155_02	TRUE	1.32134136718847e-08	5541	350	151	0.431428571428571	0.027251398664501	GO:0048523	GO:BP	negative regulation of cellular process	21031	13231
GSE22155_02	TRUE	1.71602233972622e-08	5874	350	157	0.448571428571429	0.0267279536942458	GO:0048519	GO:BP	negative regulation of biological process	21031	13227
GSE22155_02	TRUE	2.71621685443393e-08	5959	350	158	0.451428571428571	0.0265145158583655	GO:0007165	GO:BP	signal transduction	21031	2760
GSE22155_02	TRUE	3.14622561383666e-08	2955	350	97	0.277142857142857	0.0328257191201354	GO:0051239	GO:BP	regulation of multicellular organismal process	21031	14037
GSE22155_02	TRUE	7.95231076575422e-08	6250	350	162	0.462857142857143	0.02592	GO:0048518	GO:BP	positive regulation of biological process	21031	13226
GSE22155_02	TRUE	1.40253409539926e-07	7394	350	182	0.52	0.0246145523397349	GO:0051716	GO:BP	cellular response to stimulus	21031	14364
GSE22155_02	TRUE	2.13707907044229e-07	1512	350	61	0.174285714285714	0.0403439153439153	GO:0007155	GO:BP	cell adhesion	21031	2750
GSE22155_02	TRUE	2.50276973637972e-07	1637	350	64	0.182857142857143	0.0390959071472205	GO:0051240	GO:BP	positive regulation of multicellular organismal process	21031	14038
GSE22155_02	TRUE	3.75393402381327e-07	8976	350	208	0.594285714285714	0.0231729055258467	GO:0050896	GO:BP	response to stimulus	21031	13774
GSE22155_02	TRUE	6.11215237053271e-07	3443	350	104	0.297142857142857	0.0302062155097299	GO:0010646	GO:BP	regulation of cell communication	21031	4342
GSE22155_02	TRUE	7.07115466524003e-07	5717	350	149	0.425714285714286	0.0260626202553787	GO:0048522	GO:BP	positive regulation of cellular process	21031	13230
GSE22155_02	TRUE	1.22353437496291e-06	3437	350	103	0.294285714285714	0.0299679953447774	GO:0023051	GO:BP	regulation of signaling	21031	6876
GSE22155_02	TRUE	1.16113893568743e-05	2455	350	79	0.225714285714286	0.0321792260692464	GO:0050793	GO:BP	regulation of developmental process	21031	13690
GSE22155_02	TRUE	2.12742482899893e-05	1496	350	56	0.16	0.0374331550802139	GO:0016477	GO:BP	cell migration	21031	5292
GSE22155_02	TRUE	4.33778981566823e-05	4366	350	117	0.334285714285714	0.0267979844251031	GO:0030154	GO:BP	cell differentiation	21031	6924
GSE22155_02	TRUE	4.39618082755869e-05	4367	350	117	0.334285714285714	0.0267918479505381	GO:0048869	GO:BP	cellular developmental process	21031	13537
GSE22155_02	TRUE	6.02313323820604e-05	1709	350	60	0.171428571428571	0.0351082504388531	GO:0048870	GO:BP	cell motility	21031	13538
GSE22155_02	TRUE	6.14307153973032e-05	3939	350	108	0.308571428571429	0.0274181264280274	GO:0048583	GO:BP	regulation of response to stimulus	21031	13279
GSE22155_02	TRUE	6.45030988373149e-05	701	350	34	0.0971428571428571	0.0485021398002853	GO:0008285	GO:BP	negative regulation of cell population proliferation	21031	3187
GSE22155_02	TRUE	7.67358885473142e-05	2425	350	76	0.217142857142857	0.031340206185567	GO:0051128	GO:BP	regulation of cellular component organization	21031	13953
GSE22155_02	TRUE	0.000175869634324729	2799	350	83	0.237142857142857	0.0296534476598785	GO:0007166	GO:BP	cell surface receptor signaling pathway	21031	2761
GSE22155_02	TRUE	0.000212035212541883	2531	350	77	0.22	0.0304227578032398	GO:0007399	GO:BP	nervous system development	21031	2932
GSE22155_02	TRUE	0.000235278229000697	1234	350	47	0.134285714285714	0.0380875202593193	GO:0040011	GO:BP	locomotion	21031	10240
GSE22155_02	TRUE	0.000341592433628957	1130	350	44	0.125714285714286	0.0389380530973451	GO:0072359	GO:BP	circulatory system development	21031	17886
GSE22155_02	TRUE	0.000344465006800348	1091	350	43	0.122857142857143	0.0394133822181485	GO:0035295	GO:BP	tube development	21031	9257
GSE22155_02	TRUE	0.000417386993249631	1506	350	53	0.151428571428571	0.0351925630810093	GO:0043067	GO:BP	regulation of programmed cell death	21031	10863
GSE22155_02	TRUE	0.000436985041554725	1984	350	64	0.182857142857143	0.032258064516129	GO:0012501	GO:BP	programmed cell death	21031	4630
GSE22155_02	TRUE	0.000469729679811791	1988	350	64	0.182857142857143	0.0321931589537223	GO:0008219	GO:BP	cell death	21031	3180
GSE22155_02	TRUE	0.00047124475741604	1183	350	45	0.128571428571429	0.0380388841927303	GO:0048646	GO:BP	anatomical structure formation involved in morphogenesis	21031	13329
GSE22155_02	TRUE	0.000601274072999253	1913	350	62	0.177142857142857	0.0324098274960795	GO:0006915	GO:BP	apoptotic process	21031	2593
GSE22155_02	TRUE	0.000615989554354538	2274	350	70	0.2	0.0307827616534741	GO:0048584	GO:BP	positive regulation of response to stimulus	21031	13280
GSE22155_02	TRUE	0.000648013269022164	2006	350	64	0.182857142857143	0.0319042871385842	GO:0008283	GO:BP	cell population proliferation	21031	3185
GSE22155_02	TRUE	0.000893940202136407	934	350	38	0.108571428571429	0.0406852248394004	GO:0030334	GO:BP	regulation of cell migration	21031	7017
GSE22155_02	TRUE	0.000992468230556267	3010	350	85	0.242857142857143	0.0282392026578073	GO:0009966	GO:BP	regulation of signal transduction	21031	3842
GSE22155_02	TRUE	0.00162286275354634	996	350	39	0.111428571428571	0.0391566265060241	GO:2000145	GO:BP	regulation of cell motility	21031	26166
GSE22155_02	TRUE	0.00172967212419334	1038	350	40	0.114285714285714	0.0385356454720617	GO:0040012	GO:BP	regulation of locomotion	21031	10241
GSE22155_02	TRUE	0.00190884853038171	1411	350	49	0.14	0.034727143869596	GO:2000026	GO:BP	regulation of multicellular organismal development	21031	26054
GSE22155_02	TRUE	0.00194501437138163	1328	350	47	0.134285714285714	0.0353915662650602	GO:0051094	GO:BP	positive regulation of developmental process	21031	13928
GSE22155_02	TRUE	0.00200410452049229	2819	350	80	0.228571428571429	0.0283788577509755	GO:0048468	GO:BP	cell development	21031	13194
GSE22155_02	TRUE	0.00231148310638838	971	350	38	0.108571428571429	0.03913491246138	GO:0044087	GO:BP	regulation of cellular component biogenesis	21031	11272
GSE22155_02	TRUE	0.00231617028056925	1463	350	50	0.142857142857143	0.0341763499658237	GO:0042981	GO:BP	regulation of apoptotic process	21031	10815
GSE22155_02	TRUE	0.00291054247195861	125	350	12	0.0342857142857143	0.096	GO:0035113	GO:BP	embryonic appendage morphogenesis	21031	9116
GSE22155_02	TRUE	0.00291054247195861	125	350	12	0.0342857142857143	0.096	GO:0030326	GO:BP	embryonic limb morphogenesis	21031	7012
GSE22155_02	TRUE	0.00328934905218193	946	350	37	0.105714285714286	0.0391120507399577	GO:0098609	GO:BP	cell-cell adhesion	21031	19347
