GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0009653	anatomical structure morphogenesis	1.20623549252752e-23	1.20623549252752e-23	+1	174
GO:0072359	circulatory system development	2.06940422989597e-22	2.06940422989597e-22	+1	102
GO:0048731	system development	9.26236857877179e-22	9.26236857877179e-22	+1	219
GO:0048856	anatomical structure development	1.05594383160829e-21	1.05594383160829e-21	+1	285
GO:0032502	developmental process	6.72870802548042e-20	6.72870802548042e-20	+1	298
GO:0035295	tube development	6.38529569542916e-19	6.38529569542916e-19	+1	94
GO:0007275	multicellular organism development	9.75268195306286e-19	9.75268195306286e-19	+1	235
GO:0035239	tube morphogenesis	2.73222226036625e-17	2.73222226036625e-17	+1	80
GO:0032501	multicellular organismal process	3.10105924472147e-17	3.10105924472147e-17	+1	328
GO:0001944	vasculature development	1.04178968314576e-15	1.04178968314576e-15	+1	71
GO:0048513	animal organ development	1.36626377448923e-15	1.36626377448923e-15	+1	169
GO:0048646	anatomical structure formation involved in morphogenesis	6.17716952191204e-15	6.17716952191204e-15	+1	91
GO:0001568	blood vessel development	6.60026357185615e-15	6.60026357185615e-15	+1	68
GO:0050789	regulation of biological process	4.35455474729574e-13	4.35455474729574e-13	+1	444
GO:0016477	cell migration	5.21148519221874e-13	5.21148519221874e-13	+1	101
GO:0009887	animal organ morphogenesis	6.85647934452579e-13	6.85647934452579e-13	+1	80
GO:0009888	tissue development	7.85217353456059e-13	7.85217353456059e-13	+1	122
GO:0001525	angiogenesis	1.79906189581533e-12	1.79906189581533e-12	+1	54
GO:0048870	cell motility	3.88459843048014e-12	3.88459843048014e-12	+1	108
GO:0001501	skeletal system development	5.84934895382827e-12	5.84934895382827e-12	+1	53
GO:0065007	biological regulation	8.8392923874878e-12	8.8392923874878e-12	+1	450
GO:0050794	regulation of cellular process	1.19859589539848e-11	1.19859589539848e-11	+1	425
GO:0048514	blood vessel morphogenesis	1.86977727887007e-11	1.86977727887007e-11	+1	57
GO:0051239	regulation of multicellular organismal process	2.92482079934387e-11	2.92482079934387e-11	+1	154
GO:0007507	heart development	4.29626202857345e-11	4.29626202857345e-11	+1	55
GO:0042127	regulation of cell population proliferation	6.22647656896121e-11	6.22647656896121e-11	+1	104
GO:0048729	tissue morphogenesis	9.82824963490503e-11	9.82824963490503e-11	+1	55
GO:0022603	regulation of anatomical structure morphogenesis	1.48359724903667e-10	1.48359724903667e-10	+1	66
GO:0030154	cell differentiation	1.85925008927426e-10	1.85925008927426e-10	+1	201
GO:0048869	cellular developmental process	1.90309018332995e-10	1.90309018332995e-10	+1	201
GO:0050793	regulation of developmental process	1.98667574688856e-10	1.98667574688856e-10	+1	133
GO:0048468	cell development	3.07842912306584e-10	3.07842912306584e-10	+1	146
GO:0008283	cell population proliferation	3.61026890632521e-10	3.61026890632521e-10	+1	115
GO:0007399	nervous system development	3.96655283497778e-10	3.96655283497778e-10	+1	135
GO:2000026	regulation of multicellular organismal development	2.03040927517325e-09	2.03040927517325e-09	+1	89
GO:0003007	heart morphogenesis	2.83462339668989e-09	2.83462339668989e-09	+1	33
GO:0048518	positive regulation of biological process	4.87287399091243e-09	4.87287399091243e-09	+1	257
GO:0040012	regulation of locomotion	5.07647191734961e-09	5.07647191734961e-09	+1	72
GO:2000145	regulation of cell motility	1.62199574392214e-08	1.62199574392214e-08	+1	69
GO:0048519	negative regulation of biological process	1.81176148093645e-08	1.81176148093645e-08	+1	243
GO:0048523	negative regulation of cellular process	2.34192283477051e-08	2.34192283477051e-08	+1	232
GO:0065008	regulation of biological quality	2.64634474538062e-08	2.64634474538062e-08	+1	141
GO:0048522	positive regulation of cellular process	3.34612116927372e-08	3.34612116927372e-08	+1	237
GO:0007155	cell adhesion	3.57359795004414e-08	3.57359795004414e-08	+1	90
GO:0022008	neurogenesis	4.182941544718e-08	4.182941544718e-08	+1	99
GO:0030334	regulation of cell migration	5.75040799978343e-08	5.75040799978343e-08	+1	65
GO:0002009	morphogenesis of an epithelium	8.65632928758081e-08	8.65632928758081e-08	+1	44
GO:0009790	embryo development	9.19947470749992e-08	9.19947470749992e-08	+1	73
GO:0051094	positive regulation of developmental process	1.32309659151698e-07	1.32309659151698e-07	+1	81
GO:0040011	locomotion	1.44362326219387e-07	1.44362326219387e-07	+1	77
GO:0051216	cartilage development	1.96535283249368e-07	1.96535283249368e-07	+1	27
GO:0001503	ossification	2.78430481912036e-07	2.78430481912036e-07	+1	39
GO:0007417	central nervous system development	6.26027587154731e-07	6.26027587154731e-07	+1	67
GO:0048598	embryonic morphogenesis	7.2100028840525e-07	7.2100028840525e-07	+1	48
GO:0007267	cell-cell signaling	7.29147840564084e-07	7.29147840564084e-07	+1	94
GO:0007154	cell communication	7.95384121328376e-07	7.95384121328376e-07	+1	257
GO:0043066	negative regulation of apoptotic process	8.33673965996472e-07	8.33673965996472e-07	+1	60
GO:0030182	neuron differentiation	8.81718149501487e-07	8.81718149501487e-07	+1	83
GO:0051093	negative regulation of developmental process	8.91352870681872e-07	8.91352870681872e-07	+1	62
GO:0023052	signaling	8.9905069894024e-07	8.9905069894024e-07	+1	254
GO:0035107	appendage morphogenesis	9.74691457909648e-07	9.74691457909648e-07	+1	22
GO:0035108	limb morphogenesis	9.74691457909648e-07	9.74691457909648e-07	+1	22
GO:0042981	regulation of apoptotic process	1.11310535794459e-06	1.11310535794459e-06	+1	84
GO:0048699	generation of neurons	1.13697512710029e-06	1.13697512710029e-06	+1	86
GO:0000902	cell morphogenesis	1.46382614820915e-06	1.46382614820915e-06	+1	64
GO:0045595	regulation of cell differentiation	1.62736455303486e-06	1.62736455303486e-06	+1	88
GO:0060562	epithelial tube morphogenesis	1.78882745054801e-06	1.78882745054801e-06	+1	33
GO:0060541	respiratory system development	2.05826586629475e-06	2.05826586629475e-06	+1	26
GO:0043069	negative regulation of programmed cell death	2.55554516457241e-06	2.55554516457241e-06	+1	60
GO:0061448	connective tissue development	2.94278078349205e-06	2.94278078349205e-06	+1	30
GO:0072001	renal system development	3.30192776700198e-06	3.30192776700198e-06	+1	32
GO:0043067	regulation of programmed cell death	4.44050862340912e-06	4.44050862340912e-06	+1	84
GO:0060485	mesenchyme development	5.23129865631668e-06	5.23129865631668e-06	+1	31
GO:0048738	cardiac muscle tissue development	5.37309997806535e-06	5.37309997806535e-06	+1	26
GO:0050896	response to stimulus	5.38618296727256e-06	5.38618296727256e-06	+1	326
GO:0014706	striated muscle tissue development	5.55038302430987e-06	5.55038302430987e-06	+1	27
GO:0030326	embryonic limb morphogenesis	5.87028387773005e-06	5.87028387773005e-06	+1	19
GO:0003206	cardiac chamber morphogenesis	5.87028387773005e-06	5.87028387773005e-06	+1	19
GO:0035113	embryonic appendage morphogenesis	5.87028387773005e-06	5.87028387773005e-06	+1	19
GO:0001822	kidney development	6.09181938076855e-06	6.09181938076855e-06	+1	31
GO:0048483	autonomic nervous system development	9.15419193050036e-06	9.15419193050036e-06	+1	12
GO:0008284	positive regulation of cell population proliferation	9.25610950013474e-06	9.25610950013474e-06	+1	61
GO:0048754	branching morphogenesis of an epithelial tube	9.28163728378794e-06	9.28163728378794e-06	+1	21
GO:0045765	regulation of angiogenesis	9.54355412699816e-06	9.54355412699816e-06	+1	29
GO:0051240	positive regulation of multicellular organismal process	1.03328066457932e-05	1.03328066457932e-05	+1	88
GO:0060537	muscle tissue development	1.03911923075001e-05	1.03911923075001e-05	+1	36
