query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order
GSE22155_02	TRUE	9.66833368972931e-23	1512	907	158	0.174200661521499	0.104497354497354	GO:0007155	GO:BP	cell adhesion	21031	2750
GSE22155_02	TRUE	2.33878094294002e-17	2955	907	231	0.254685777287762	0.0781725888324873	GO:0051239	GO:BP	regulation of multicellular organismal process	21031	14037
GSE22155_02	TRUE	4.81005049505827e-17	6250	907	398	0.438809261300992	0.06368	GO:0048518	GO:BP	positive regulation of biological process	21031	13226
GSE22155_02	TRUE	7.12277440970186e-17	3855	907	278	0.306504961411246	0.0721141374837873	GO:0006950	GO:BP	response to stress	21031	2613
GSE22155_02	TRUE	9.47647285750701e-17	3939	907	282	0.310915104740904	0.0715917745620716	GO:0048583	GO:BP	regulation of response to stimulus	21031	13279
GSE22155_02	TRUE	1.5125160613723e-16	1496	907	143	0.157662624035281	0.0955882352941176	GO:0016477	GO:BP	cell migration	21031	5292
GSE22155_02	TRUE	1.49240126903799e-15	2799	907	217	0.239250275633958	0.0775276884601643	GO:0007166	GO:BP	cell surface receptor signaling pathway	21031	2761
GSE22155_02	TRUE	2.61146093844653e-15	1512	907	141	0.155457552370452	0.0932539682539683	GO:0002682	GO:BP	regulation of immune system process	21031	1207
GSE22155_02	TRUE	2.93703774888786e-15	5717	907	366	0.403528114663727	0.0640195906944201	GO:0048522	GO:BP	positive regulation of cellular process	21031	13230
GSE22155_02	TRUE	4.35849001533265e-15	2274	907	186	0.205071664829107	0.0817941952506596	GO:0048584	GO:BP	positive regulation of response to stimulus	21031	13280
GSE22155_02	TRUE	5.68615738179239e-15	2455	907	196	0.216097023153252	0.079837067209776	GO:0050793	GO:BP	regulation of developmental process	21031	13690
GSE22155_02	TRUE	1.09648470993061e-14	2684	907	208	0.229327453142227	0.0774962742175857	GO:0009653	GO:BP	anatomical structure morphogenesis	21031	3608
GSE22155_02	TRUE	1.57217636690076e-14	8976	907	513	0.565600882028666	0.0571524064171123	GO:0050896	GO:BP	response to stimulus	21031	13774
GSE22155_02	TRUE	5.43439166598586e-14	7394	907	440	0.485115766262404	0.0595077089532053	GO:0051716	GO:BP	cellular response to stimulus	21031	14364
GSE22155_02	TRUE	5.53193171446629e-14	5899	907	370	0.407938257993385	0.0627224953381929	GO:0048856	GO:BP	anatomical structure development	21031	13525
GSE22155_02	TRUE	8.69584370771205e-14	538	907	71	0.0782800441014333	0.131970260223048	GO:0001525	GO:BP	angiogenesis	21031	335
GSE22155_02	TRUE	1.30055790293764e-13	1077	907	109	0.120176405733186	0.101207056638812	GO:0032101	GO:BP	regulation of response to external stimulus	21031	7632
GSE22155_02	TRUE	2.17942192262762e-13	1791	907	153	0.168687982359427	0.085427135678392	GO:0006952	GO:BP	defense response	21031	2614
GSE22155_02	TRUE	2.3297167318805e-13	778	907	88	0.0970231532524807	0.113110539845758	GO:0030155	GO:BP	regulation of cell adhesion	21031	6925
GSE22155_02	TRUE	2.73617478047532e-13	4643	907	306	0.337375964718853	0.0659056644410941	GO:0007275	GO:BP	multicellular organism development	21031	2835
GSE22155_02	TRUE	5.53172862354437e-13	1709	907	147	0.162072767364939	0.0860152135751902	GO:0048870	GO:BP	cell motility	21031	13538
GSE22155_02	TRUE	5.8096502229251e-13	6447	907	392	0.432194046306505	0.0608034744842562	GO:0023052	GO:BP	signaling	21031	6877
GSE22155_02	TRUE	6.6424513323042e-13	721	907	83	0.0915104740904079	0.115117891816921	GO:0001568	GO:BP	blood vessel development	21031	358
GSE22155_02	TRUE	8.45224422598107e-13	752	907	85	0.0937155457552371	0.113031914893617	GO:0001944	GO:BP	vasculature development	21031	560
GSE22155_02	TRUE	1.1689726749252e-12	6537	907	395	0.435501653803749	0.0604252715312835	GO:0007154	GO:BP	cell communication	21031	2749
GSE22155_02	TRUE	1.21143694725491e-12	6453	907	391	0.43109151047409	0.0605919727258639	GO:0032502	GO:BP	developmental process	21031	7884
GSE22155_02	TRUE	1.92456258935123e-12	2776	907	206	0.227122381477398	0.074207492795389	GO:0002376	GO:BP	immune system process	21031	913
GSE22155_02	TRUE	2.14341453650536e-12	625	907	75	0.0826901874310915	0.12	GO:0048514	GO:BP	blood vessel morphogenesis	21031	13224
GSE22155_02	TRUE	2.28575232538348e-12	1637	907	141	0.155457552370452	0.0861331704337202	GO:0051240	GO:BP	positive regulation of multicellular organismal process	21031	14038
GSE22155_02	TRUE	2.33481403424865e-12	3437	907	241	0.265711135611907	0.0701192900785569	GO:0023051	GO:BP	regulation of signaling	21031	6876
GSE22155_02	TRUE	2.72627594069839e-12	1234	907	116	0.127894156560088	0.0940032414910859	GO:0040011	GO:BP	locomotion	21031	10240
GSE22155_02	TRUE	3.11745490503147e-12	5959	907	366	0.403528114663727	0.0614197012921631	GO:0007165	GO:BP	signal transduction	21031	2760
GSE22155_02	TRUE	4.08126896325734e-12	1054	907	104	0.114663726571114	0.0986717267552182	GO:0002684	GO:BP	positive regulation of immune system process	21031	1209
GSE22155_02	TRUE	4.59272008568461e-12	540	907	68	0.0749724366041896	0.125925925925926	GO:0030335	GO:BP	positive regulation of cell migration	21031	7018
GSE22155_02	TRUE	5.51448263263065e-12	3443	907	240	0.264608599779493	0.0697066511762997	GO:0010646	GO:BP	regulation of cell communication	21031	4342
GSE22155_02	TRUE	8.46368374516015e-12	2723	907	201	0.221609702315325	0.0738156445097319	GO:0009605	GO:BP	response to external stimulus	21031	3570
GSE22155_02	TRUE	1.03611152404475e-11	12287	907	641	0.706725468577729	0.0521689590624237	GO:0050789	GO:BP	regulation of biological process	21031	13687
GSE22155_02	TRUE	1.05230627747652e-11	2637	907	196	0.216097023153252	0.074326886613576	GO:0010033	GO:BP	response to organic substance	21031	3883
GSE22155_02	TRUE	1.1892493080714e-11	934	907	95	0.104740904079383	0.101713062098501	GO:0030334	GO:BP	regulation of cell migration	21031	7017
GSE22155_02	TRUE	1.75083073831111e-11	568	907	69	0.0760749724366042	0.121478873239437	GO:2000147	GO:BP	positive regulation of cell motility	21031	26168
GSE22155_02	TRUE	1.80732080961472e-11	1971	907	158	0.174200661521499	0.0801623541349569	GO:0071310	GO:BP	cellular response to organic substance	21031	17066
GSE22155_02	TRUE	2.48573512367553e-11	1130	907	107	0.117971334068357	0.0946902654867257	GO:0072359	GO:BP	circulatory system development	21031	17886
GSE22155_02	TRUE	2.98679456423988e-11	2683	907	197	0.217199558985667	0.0734252702199031	GO:0070887	GO:BP	cellular response to chemical stimulus	21031	16854
GSE22155_02	TRUE	3.46167609338225e-11	1183	907	110	0.121278941565601	0.0929839391377853	GO:0048646	GO:BP	anatomical structure formation involved in morphogenesis	21031	13329
GSE22155_02	TRUE	3.85790271378528e-11	1411	907	124	0.136714443219405	0.0878809355067328	GO:2000026	GO:BP	regulation of multicellular organismal development	21031	26054
GSE22155_02	TRUE	6.42402914600505e-11	583	907	69	0.0760749724366042	0.118353344768439	GO:0040017	GO:BP	positive regulation of locomotion	21031	10246
GSE22155_02	TRUE	7.5404420299272e-11	932	907	93	0.102535832414553	0.0997854077253219	GO:0034097	GO:BP	response to cytokine	21031	8691
GSE22155_02	TRUE	8.5567690027587e-11	829	907	86	0.0948180815876516	0.103739445114596	GO:0006954	GO:BP	inflammatory response	21031	2616
GSE22155_02	TRUE	8.83986739297752e-11	12680	907	653	0.719955898566703	0.0514984227129338	GO:0065007	GO:BP	biological regulation	21031	16384
GSE22155_02	TRUE	9.04737411554935e-11	996	907	97	0.106945975744212	0.0973895582329317	GO:2000145	GO:BP	regulation of cell motility	21031	26166
GSE22155_02	TRUE	1.44509806154864e-10	3973	907	262	0.288864388092613	0.0659451296249685	GO:0048731	GO:BP	system development	21031	13413
GSE22155_02	TRUE	1.59565842259718e-10	1340	907	118	0.130099228224917	0.0880597014925373	GO:0080134	GO:BP	regulation of response to stress	21031	18338
GSE22155_02	TRUE	1.60820891026356e-10	3010	907	212	0.233737596471885	0.0704318936877076	GO:0009966	GO:BP	regulation of signal transduction	21031	3842
GSE22155_02	TRUE	1.61189402652342e-10	7669	907	438	0.482910694597574	0.0571130525492241	GO:0032501	GO:BP	multicellular organismal process	21031	7883
GSE22155_02	TRUE	1.76754673863098e-10	1038	907	99	0.109151047409041	0.0953757225433526	GO:0040012	GO:BP	regulation of locomotion	21031	10241
GSE22155_02	TRUE	3.34633657109647e-10	1777	907	143	0.157662624035281	0.080472706809229	GO:0010647	GO:BP	positive regulation of cell communication	21031	4343
GSE22155_02	TRUE	3.49661719047573e-10	1778	907	143	0.157662624035281	0.0804274465691789	GO:0023056	GO:BP	positive regulation of signaling	21031	6878
