GO.ID	Description	p.Val	FDR	Phenotype	Genes
CORUM:351	Spliceosome	0.000117939649072989	0.000117939649072989	+1	54
GO:1901564	organonitrogen compound metabolic process	5.27051818315237e-42	5.27051818315237e-42	+1	1065
GO:0080090	regulation of primary metabolic process	7.92979772465427e-30	7.92979772465427e-30	+1	962
GO:0019538	protein metabolic process	2.15464524450444e-27	2.15464524450444e-27	+1	857
GO:0009056	catabolic process	3.98696932202171e-27	3.98696932202171e-27	+1	511
GO:0051171	regulation of nitrogen compound metabolic process	3.79974240842253e-26	3.79974240842253e-26	+1	925
GO:1901575	organic substance catabolic process	7.420699188913e-25	7.420699188913e-25	+1	428
GO:0044271	cellular nitrogen compound biosynthetic process	2.12470500916133e-22	2.12470500916133e-22	+1	824
GO:0043412	macromolecule modification	1.19828576188102e-21	1.19828576188102e-21	+1	596
GO:0044238	primary metabolic process	2.76326123326501e-21	2.76326123326501e-21	+1	1805
GO:0048518	positive regulation of biological process	8.41926379584356e-19	8.41926379584356e-19	+1	999
GO:0019219	regulation of nucleobase-containing compound metabolic process	2.68601397580919e-18	2.68601397580919e-18	+1	696
GO:0006807	nitrogen compound metabolic process	5.21124254347074e-18	5.21124254347074e-18	+1	1726
GO:1901565	organonitrogen compound catabolic process	5.86287728340176e-18	5.86287728340176e-18	+1	297
GO:0006950	response to stress	9.07980963585742e-18	9.07980963585742e-18	+1	664
GO:0051173	positive regulation of nitrogen compound metabolic process	1.56549273563797e-17	1.56549273563797e-17	+1	540
GO:1901362	organic cyclic compound biosynthetic process	1.96422508944713e-17	1.96422508944713e-17	+1	720
GO:0018130	heterocycle biosynthetic process	1.67795049858784e-16	1.67795049858784e-16	+1	693
GO:0044248	cellular catabolic process	3.32285681605601e-16	3.32285681605601e-16	+1	323
GO:0019438	aromatic compound biosynthetic process	3.36501685774262e-16	3.36501685774262e-16	+1	693
GO:0065007	biological regulation	3.79009835583371e-16	3.79009835583371e-16	+1	1798
GO:0048583	regulation of response to stimulus	5.6126742092114e-16	5.6126742092114e-16	+1	667
GO:0034654	nucleobase-containing compound biosynthetic process	1.03879165902706e-15	1.03879165902706e-15	+1	678
GO:0048522	positive regulation of cellular process	1.69073856084765e-15	1.69073856084765e-15	+1	909
GO:0036211	protein modification process	1.73021636200546e-15	1.73021636200546e-15	+1	535
GO:0009057	macromolecule catabolic process	2.96187956779463e-15	2.96187956779463e-15	+1	278
GO:0043687	post-translational protein modification	3.45521610714252e-15	3.45521610714252e-15	+1	226
GO:0009893	positive regulation of metabolic process	4.98242539526374e-15	4.98242539526374e-15	+1	630
GO:0019222	regulation of metabolic process	1.99587317316248e-14	1.99587317316248e-14	+1	1094
GO:0006996	organelle organization	2.03746463599886e-14	2.03746463599886e-14	+1	613
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	4.92348845424219e-14	4.92348845424219e-14	+1	384
GO:0051252	regulation of RNA metabolic process	8.13540857670296e-14	8.13540857670296e-14	+1	631
GO:0032774	RNA biosynthetic process	8.7886290188498e-14	8.7886290188498e-14	+1	608
GO:0070647	protein modification by small protein conjugation or removal	9.35872288445455e-14	9.35872288445455e-14	+1	213
GO:0071702	organic substance transport	1.19093420148242e-13	1.19093420148242e-13	+1	428
GO:0031325	positive regulation of cellular metabolic process	1.28585004617123e-13	1.28585004617123e-13	+1	571
GO:0033554	cellular response to stress	1.65435756619716e-13	1.65435756619716e-13	+1	339
GO:0010604	positive regulation of macromolecule metabolic process	3.89661838580581e-13	3.89661838580581e-13	+1	579
GO:0009894	regulation of catabolic process	4.57941168311777e-13	4.57941168311777e-13	+1	220
GO:0006351	DNA-templated transcription	9.42367769308057e-13	9.42367769308057e-13	+1	598
GO:0043632	modification-dependent macromolecule catabolic process	1.18892682523326e-12	1.18892682523326e-12	+1	150
GO:0006511	ubiquitin-dependent protein catabolic process	1.51982135933729e-12	1.51982135933729e-12	+1	146
GO:0033036	macromolecule localization	1.57335537391493e-12	1.57335537391493e-12	+1	546
GO:0019941	modification-dependent protein catabolic process	2.90308972846596e-12	2.90308972846596e-12	+1	147
GO:0046907	intracellular transport	3.57556332158876e-12	3.57556332158876e-12	+1	272
GO:0051179	localization	4.31964571789044e-12	4.31964571789044e-12	+1	862
GO:0031323	regulation of cellular metabolic process	4.83018024060228e-12	4.83018024060228e-12	+1	1015
GO:0051603	proteolysis involved in protein catabolic process	6.25406596274345e-12	6.25406596274345e-12	+1	167
GO:0008152	metabolic process	7.64318567668204e-12	7.64318567668204e-12	+1	1960
GO:0030163	protein catabolic process	1.02014715844151e-11	1.02014715844151e-11	+1	206
GO:0006508	proteolysis	1.34554713020944e-11	1.34554713020944e-11	+1	301
GO:0006259	DNA metabolic process	1.6236671750438e-11	1.6236671750438e-11	+1	217
GO:0032446	protein modification by small protein conjugation	1.91075009848484e-11	1.91075009848484e-11	+1	187
GO:0006810	transport	2.91715328880744e-11	2.91715328880744e-11	+1	698
GO:0050789	regulation of biological process	3.6256587956839e-11	3.6256587956839e-11	+1	1719
GO:0071705	nitrogen compound transport	6.95462408662427e-11	6.95462408662427e-11	+1	349
GO:0051254	positive regulation of RNA metabolic process	7.62532964326437e-11	7.62532964326437e-11	+1	340
GO:0006913	nucleocytoplasmic transport	8.57923331768327e-11	8.57923331768327e-11	+1	93
GO:0051169	nuclear transport	8.57923331768327e-11	8.57923331768327e-11	+1	93
GO:0051649	establishment of localization in cell	1.19235929007238e-10	1.19235929007238e-10	+1	357
GO:0080134	regulation of response to stress	1.34521615666938e-10	1.34521615666938e-10	+1	261
