GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0048518	positive regulation of biological process	2.71359305658368e-55	2.71359305658368e-55	+1	1039
GO:0048583	regulation of response to stimulus	3.47625907215657e-52	3.47625907215657e-52	+1	732
GO:0048522	positive regulation of cellular process	3.07404794747921e-47	3.07404794747921e-47	+1	947
GO:0002682	regulation of immune system process	3.55087558370333e-46	3.55087558370333e-46	+1	362
GO:0048584	positive regulation of response to stimulus	9.11376354725144e-46	9.11376354725144e-46	+1	479
GO:0065007	biological regulation	2.89090174239409e-42	2.89090174239409e-42	+1	1713
GO:0050896	response to stimulus	1.22030419674983e-41	1.22030419674983e-41	+1	1313
GO:0016192	vesicle-mediated transport	4.23784166875446e-41	4.23784166875446e-41	+1	356
GO:0051716	cellular response to stimulus	6.09902231543841e-41	6.09902231543841e-41	+1	1128
GO:0051239	regulation of multicellular organismal process	1.13934484791727e-40	1.13934484791727e-40	+1	563
GO:0050789	regulation of biological process	4.63441988988194e-40	4.63441988988194e-40	+1	1665
GO:0006950	response to stress	1.5995725057805e-39	1.5995725057805e-39	+1	682
GO:0002376	immune system process	1.11414366866473e-38	1.11414366866473e-38	+1	532
GO:0002684	positive regulation of immune system process	2.63454186050227e-38	2.63454186050227e-38	+1	269
GO:0009966	regulation of signal transduction	3.99676243501007e-38	3.99676243501007e-38	+1	563
GO:0050794	regulation of cellular process	1.35455293906335e-36	1.35455293906335e-36	+1	1595
GO:0001775	cell activation	3.02604757865899e-36	3.02604757865899e-36	+1	271
GO:0141124	intracellular signaling cassette	3.99848086020021e-36	3.99848086020021e-36	+1	392
GO:0035556	intracellular signal transduction	4.55295160307013e-36	4.55295160307013e-36	+1	509
GO:0006952	defense response	3.37478270232063e-35	3.37478270232063e-35	+1	379
GO:0050776	regulation of immune response	8.27634733864205e-35	8.27634733864205e-35	+1	232
GO:0023051	regulation of signaling	5.16488971103495e-34	5.16488971103495e-34	+1	608
GO:0010646	regulation of cell communication	8.96244131647527e-34	8.96244131647527e-34	+1	608
GO:0007165	signal transduction	2.35686134859121e-33	2.35686134859121e-33	+1	927
GO:0045321	leukocyte activation	2.75373139084765e-33	2.75373139084765e-33	+1	240
GO:0009893	positive regulation of metabolic process	5.31939069452734e-33	5.31939069452734e-33	+1	641
