query	GO.ID	Description	p.Val	Genes	FDR	Phenotype
GSE61992	MIRNA:hsa-miR-876-3p	hsa-miR-876-3p	0.047735160544924	3	0.047735160544924	+1
GSE91061	CORUM:193	PA700-20S-PA28 complex	7.38476651002389e-05	14	7.38476651002389e-05	+1
GSE91061	CORUM:32	PA700 complex	0.000534390689267911	10	0.000534390689267911	+1
GSE91061	CORUM:5230	CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex	0.000814139933216537	7	0.000814139933216537	+1
GSE91061	CORUM:5193	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	0.000814139933216537	7	0.000814139933216537	+1
GSE91061	CORUM:6671	PI4K2A-WASH complex	0.00145676727984187	8	0.00145676727984187	+1
GSE91061	GO:0006950	response to stress	3.93931222755885e-25	364	3.93931222755885e-25	+1
GSE91061	GO:0002376	immune system process	3.23833395266188e-24	286	3.23833395266188e-24	+1
GSE91061	GO:1901564	organonitrogen compound metabolic process	8.7312691789326e-24	497	8.7312691789326e-24	+1
GSE91061	GO:0048583	regulation of response to stimulus	1.21968885832655e-22	362	1.21968885832655e-22	+1
GSE91061	GO:0016192	vesicle-mediated transport	1.97352861673719e-22	188	1.97352861673719e-22	+1
GSE91061	GO:0002682	regulation of immune system process	1.10733193098175e-20	181	1.10733193098175e-20	+1
GSE91061	GO:0019538	protein metabolic process	4.22763030385604e-20	417	4.22763030385604e-20	+1
GSE91061	GO:0048518	positive regulation of biological process	2.97133936197023e-19	497	2.97133936197023e-19	+1
GSE91061	GO:0051649	establishment of localization in cell	7.32577771914137e-19	212	7.32577771914137e-19	+1
GSE91061	GO:0002684	positive regulation of immune system process	1.81086595636607e-18	138	1.81086595636607e-18	+1
GSE91061	GO:0006810	transport	2.01668534713782e-18	375	2.01668534713782e-18	+1
GSE91061	GO:0051179	localization	4.01060733111926e-18	448	4.01060733111926e-18	+1
GSE91061	GO:0045087	innate immune response	7.41977382105694e-18	129	7.41977382105694e-18	+1
GSE91061	GO:0006955	immune response	1.03643778621551e-17	210	1.03643778621551e-17	+1
GSE91061	GO:0044419	biological process involved in interspecies interaction between organisms	1.0876156394372e-17	190	1.0876156394372e-17	+1
GSE91061	GO:0051234	establishment of localization	4.68311586523447e-17	404	4.68311586523447e-17	+1
GSE91061	GO:0009056	catabolic process	5.81824223676157e-17	249	5.81824223676157e-17	+1
GSE91061	GO:0006952	defense response	6.41000759278452e-17	193	6.41000759278452e-17	+1
GSE91061	GO:0048522	positive regulation of cellular process	8.83196287936099e-17	455	8.83196287936099e-17	+1
GSE91061	GO:0051641	cellular localization	1.13465726427783e-16	321	1.13465726427783e-16	+1
GSE91061	GO:0009607	response to biotic stimulus	4.69135255296434e-16	175	4.69135255296434e-16	+1
GSE91061	GO:0070887	cellular response to chemical stimulus	4.88188533592544e-16	255	4.88188533592544e-16	+1
GSE91061	GO:0140546	defense response to symbiont	6.85568604408336e-16	137	6.85568604408336e-16	+1
GSE91061	GO:0050896	response to stimulus	8.14269304125859e-16	642	8.14269304125859e-16	+1
GSE91061	GO:0010033	response to organic substance	8.52674363649573e-16	251	8.52674363649573e-16	+1
GSE91061	GO:0045321	leukocyte activation	5.16058696566923e-15	121	5.16058696566923e-15	+1
GSE91061	GO:0051707	response to other organism	6.31211999618573e-15	169	6.31211999618573e-15	+1
GSE91061	GO:0043207	response to external biotic stimulus	7.64427619287902e-15	169	7.64427619287902e-15	+1
GSE91061	GO:0051716	cellular response to stimulus	9.00370682153891e-15	547	9.00370682153891e-15	+1
GSE91061	GO:0009605	response to external stimulus	1.365251722612e-14	253	1.365251722612e-14	+1
GSE91061	GO:0001775	cell activation	1.53635450642425e-14	132	1.53635450642425e-14	+1
GSE91061	GO:0046907	intracellular transport	1.93104879741014e-14	154	1.93104879741014e-14	+1
